time;ax (m/s^2);ay (m/s^2);az (m/s^2);aT (m/s^2)
1,097966;-0,3533;-0,0253;0,1097;0,371
1,099308;-0,0392;-0,0425;0,1930;0,201
1,100016;0,1996;0,0932;-0,1123;0,247
1,113543;0,0572;0,0745;-0,0315;0,099
1,113889;-0,3894;0,1315;-0,0432;0,413
1,140972;-0,6418;0,0351;-0,0435;0,644
1,141895;-0,8915;0,1269;0,0117;0,901
1,142663;-0,9856;0,0629;0,5664;1,139
1,164644;-1,1946;-0,4224;0,5648;1,387
1,165850;-1,0966;-0,6018;2,8450;3,108
1,190729;-1,3064;-0,8942;2,8417;3,253
1,191828;-1,0581;-0,8780;3,2719;3,549
1,192575;-1,0024;-0,7069;3,2608;3,484
1,213749;-1,0580;-0,6155;3,3798;3,595
1,214537;-1,1123;-0,5636;3,4545;3,673
1,239780;-1,1695;-0,5839;3,4118;3,654
1,240576;-1,2268;-0,6773;3,3529;3,634
1,241175;-1,5074;-0,8034;3,1478;3,581
1,265121;-1,4794;-0,9217;2,7961;3,295
1,266174;-1,5239;-1,1881;2,2886;2,995
1,290563;-1,5274;-1,1800;2,0488;2,815
1,291505;-1,1846;-0,8579;1,8551;2,362
1,291801;-0,9528;-0,5689;1,6141;1,959
1,314958;-0,9457;-0,0081;1,6114;1,868
1,315721;-0,4729;1,3625;1,3638;1,985
1,341630;0,0082;1,8144;1,2239;2,189
1,342578;0,4565;2,0003;0,9817;2,274
1,343180;0,6796;1,8796;0,3988;2,038
1,364702;0,4746;1,7627;0,1921;1,836
1,365789;0,6110;-0,0329;-0,0256;0,612
1,389944;-0,1319;-0,7674;-0,1963;0,803
1,390675;-0,9614;-0,9375;-0,2094;1,359
1,391008;-1,2867;-1,0974;-0,2331;1,707
1,414261;-1,4252;-1,5331;-0,2362;2,107
1,415261;-1,2979;-1,1656;-0,0797;1,746
1,441913;-1,3964;0,2707;-0,0774;1,425
1,442809;-1,3733;0,2404;-0,6438;1,536
1,443328;-0,8133;-0,0977;-0,6338;1,036
1,466955;-0,7038;1,0148;-0,8993;1,528
1,468134;-0,1346;3,6921;-3,2998;4,954
1,490838;0,0100;5,1077;-3,2847;6,073
1,491511;0,5378;4,8762;-6,8317;8,411
1,491938;1,2938;4,6471;-6,8168;8,351
1,514903;2,5434;3,2657;-6,7882;7,951
1,515697;2,9515;2,3013;1,3676;3,985
1,542244;1,9494;1,8711;1,3948;3,041
1,543530;1,6897;0,9227;3,5792;4,064
1,544321;1,3074;1,3552;3,6309;4,090
1,566229;0,8539;2,1232;3,6933;4,345
1,567299;-0,0537;2,3854;3,7642;4,457
1,590887;-1,8373;2,1442;3,5730;4,554
1,591741;-1,4368;1,6901;3,6182;4,244
1,592277;-0,3695;1,4545;3,5808;3,883
1,620658;0,3468;1,0045;3,5246;3,681
1,621630;0,2714;0,2386;3,4679;3,487
1,640709;0,2686;-1,2506;3,3388;3,575
1,641329;1,4910;-2,5457;3,4032;4,504
1,641721;1,7105;-1,8417;3,5470;4,347
1,665776;1,1695;-0,9404;3,4100;3,726
1,666876;0,4398;-1,0669;2,9961;3,211
1,691126;-0,9455;-3,8617;2,8411;4,887
1,692284;-0,8866;-3,8005;1,0654;4,045
1,693099;-1,9036;-5,0624;0,8842;5,480
1,719829;-0,8265;-4,9485;0,6779;5,063
1,721197;-0,3902;-4,1734;2,1447;4,708
1,741107;-0,7580;-3,3400;1,9142;3,924
1,742269;-0,4881;-2,5266;1,6894;3,078
1,743140;-0,5055;-1,9061;1,4965;2,476
1,764936;-0,2478;-1,2876;0,5059;1,405
1,766568;-0,2030;-0,8821;-0,9350;1,301
1,790054;-0,6503;-0,5875;-1,0756;1,387
1,791760;-0,9023;-0,1431;-1,5166;1,771
1,792512;-1,2679;0,4771;-1,6333;2,122
1,818234;-1,6120;0,4714;-1,7226;2,406
1,819536;-1,5076;-0,2316;-1,7943;2,355
1,839957;-2,0230;-1,0462;0,8970;2,448
1,840684;-3,3755;-1,8644;0,8310;3,945
1,841026;-3,5465;-3,2696;0,9817;4,923
1,865042;-3,6153;-4,1341;0,9098;5,567
1,866210;-3,5863;-4,3376;1,2006;5,755
1,891598;-3,5136;-4,2849;1,1151;5,652
1,892858;-3,2662;-3,9985;0,6566;5,205
1,893383;-2,5087;-3,2041;0,1722;4,073
1,914571;-1,3013;-1,2442;0,1070;1,804
1,915531;-0,0944;1,2992;-1,4556;1,953
1,941288;1,2264;4,1507;-1,5227;4,588
1,942748;1,9691;6,5528;-1,5924;7,025
1,943586;1,7231;8,4381;-1,6760;8,774
1,965599;1,3791;9,1193;2,1669;9,474
1,967079;1,3842;6,7062;2,0606;7,151
1,991515;2,1556;4,8660;1,9593;5,671
1,992845;2,4652;4,0164;-6,8474;8,312
1,993465;2,6867;3,6009;-6,7792;8,133
2,015590;2,9899;2,6906;-9,6204;10,427
2,016567;2,7728;1,4827;-9,4573;9,966
2,042701;2,0352;0,8917;-9,2751;9,537
2,043956;0,9428;0,9653;-7,5916;7,711
2,044575;-0,2718;1,0059;-7,3902;7,463
2,065039;-0,4664;1,1603;-2,5959;2,881
2,066499;-0,5423;1,5025;-2,2522;2,761
2,090871;0,6200;3,0105;-1,8996;3,613
2,092283;0,5061;2,7671;-1,5442;3,209
2,093033;1,7995;4,0404;-3,8418;5,859
2,115355;2,1424;4,3007;-3,4038;5,888
2,116352;2,5564;4,0942;-2,9511;5,657
2,141510;2,5603;3,7566;-2,4879;5,182
2,143110;2,5714;3,3926;-2,0701;4,734
2,143849;2,1492;2,8890;-1,8862;4,065
2,164258;1,1454;1,8513;-1,5202;2,655
2,165370;0,4152;0,7070;-1,4494;1,665
2,188518;-0,0223;-0,3594;-1,1710;1,225
2,189974;-0,1066;-1,1151;-0,8912;1,431
2,190252;0,1585;-1,4425;-0,6100;1,574
2,214482;0,5170;-1,6262;0,4567;1,766
2,215145;0,9476;-1,4940;0,5388;1,849
2,239935;1,1332;-1,4274;0,6221;1,926
2,241129;0,7492;-1,4899;0,3575;1,706
2,241878;0,0775;-1,5631;0,3504;1,604
2,264957;-0,3361;-1,3977;-0,1989;1,451
2,266078;-0,6962;-1,3569;-0,3287;1,560
2,290401;-1,1226;-1,3624;-0,3372;1,797
2,291749;-1,4222;-1,6084;-0,3314;2,172
2,292406;-1,8287;-1,5154;-0,3260;2,397
2,315325;-2,0267;-1,3677;0,2522;2,458
2,316311;-1,9331;-1,1314;0,2540;2,254
2,340576;-1,5388;-0,8503;0,2477;1,775
2,341911;-1,5990;-0,7982;0,2177;1,800
2,342784;-1,3796;-0,5240;-0,4662;1,548
2,365100;-1,4962;-0,1422;-0,4938;1,582
2,366546;-1,3378;0,4604;-0,7294;1,592
2,390561;-0,5134;0,7055;-0,7312;1,138
2,391887;0,3378;0,6212;-0,4970;0,864
2,392673;1,3033;0,6196;-0,7132;1,610
2,415600;2,1434;0,4800;-0,6909;2,303
2,416613;2,7647;0,1787;-1,4665;3,135
2,441398;3,2717;0,0710;-1,4429;3,577
2,442809;3,8199;0,1552;-1,4238;4,080
2,443542;4,2433;0,0557;-1,3995;4,468
2,464069;4,5088;0,2170;0,2007;4,519
2,465216;4,6468;0,3371;0,2397;4,665
2,491813;4,6809;1,6518;0,2942;4,973
2,493230;4,6222;2,2874;-0,0091;5,157
2,493953;4,4861;2,8789;0,0719;5,331
2,516052;3,5281;2,9149;-0,1600;4,579
2,516889;2,6892;3,7604;-0,1113;4,624
2,541421;2,0154;4,8316;0,2335;5,240
2,542617;1,0842;6,0899;0,2657;6,191
2,543096;0,2172;6,6013;1,8978;6,872
2,562831;-0,3941;6,5930;2,3386;7,007
2,563596;-0,6164;6,6598;2,3472;7,088
2,591442;-0,7847;6,6714;2,3620;7,121
2,592740;-1,1027;6,0308;2,3600;6,569
2,593216;-1,7434;5,4461;-0,0996;5,719
2,615020;-3,0722;4,2095;-0,1105;5,213
2,615926;-3,1762;3,7398;-0,5705;4,940
2,640179;-3,0388;3,1471;-0,5758;4,412
2,641370;-2,9026;2,9063;-0,5845;4,149
2,641943;-2,2116;2,6532;-0,5835;3,503
2,664712;-1,5353;2,4240;-0,5804;2,927
2,665891;-1,0976;2,3319;-1,4969;2,981
2,690449;-0,6099;2,0103;-1,4919;2,577
2,691633;0,1015;1,8157;-1,5819;2,410
2,692215;1,0326;1,9425;-1,5506;2,691
2,715189;1,7467;1,4411;-1,5128;2,723
2,716172;1,5706;0,6828;0,4397;1,768
2,740475;-0,5240;-0,6435;0,4766;0,957
2,741506;-1,2676;-0,9758;3,0955;3,484
2,742101;-1,9531;-1,0637;3,1539;3,859
2,765009;-2,4704;-1,2122;5,0094;5,715
2,766238;-2,8241;-1,5733;5,0513;5,997
2,791895;-3,1018;-1,9140;5,0952;6,265
2,793298;-3,2646;-2,2353;2,5612;4,713
2,794097;-3,2257;-2,5798;2,5427;4,850
2,813254;-3,2675;-2,9575;2,2119;4,931
2,813587;-2,9109;-3,2627;2,0761;4,840
2,839980;-2,4485;-3,8089;0,8578;4,608
2,840929;-1,9170;-4,5555;0,6822;4,989
2,841401;-1,2611;-5,2622;0,4136;5,427
2,864655;-0,4814;-6,0049;0,2120;6,028
2,865830;0,8364;-7,4686;-0,0022;7,515
2,891559;1,3805;-7,8856;-0,2335;8,009
2,892936;1,2609;-7,7123;1,3957;7,938
2,893670;1,0138;-7,2146;1,7776;7,499
2,915507;0,5563;-6,5389;1,4790;6,727
2,916200;0,0541;-5,8237;1,6464;6,052
2,941141;-1,0675;-4,9098;1,2825;5,186
2,942516;-2,2895;-3,5247;1,4951;4,461
2,943083;-3,3766;-1,8099;1,1864;4,011
2,964812;-4,4129;1,1944;1,7207;4,885
2,966179;-5,4086;4,7354;3,1473;7,847
2,991418;-0,6216;3,8656;2,8950;4,869
2,992763;-0,8517;4,1613;2,6243;4,993
2,993497;0,9582;4,0945;2,3586;4,821
3,015808;-0,0255;4,6983;-5,4143;7,169
3,016768;-1,1306;5,1661;-11,1520;12,342
3,043145;-2,0744;5,4874;-11,1354;12,586
3,044649;-2,6189;5,8685;-11,5695;13,234
3,045505;-3,2745;7,2070;-11,4430;13,914
3,065709;-4,0634;6,6769;-11,3088;13,747
3,067412;-2,9453;5,0542;-11,1779;12,616
3,091468;-0,1859;3,4757;-1,1238;3,658
3,092607;1,5268;2,5986;-0,8322;3,127
3,093366;1,9936;2,1197;-0,5519;2,962
3,117691;2,1265;1,8191;-0,2650;2,811
3,120317;2,3503;1,1817;-1,3925;2,976
3,140510;2,5950;-0,2768;-1,0602;2,817
3,141500;2,5965;-1,3750;-3,6959;4,721
3,141964;2,5554;-2,5335;-3,2883;4,875
3,164874;2,5351;-3,2767;-2,9129;5,064
3,166171;2,1699;-3,6794;-0,1576;4,274
3,191459;1,6840;-3,5482;0,1223;3,929
3,192630;1,0408;-3,5338;1,7428;4,075
3,193251;0,2876;-3,6168;1,8944;4,093
3,220565;-0,6307;-3,7504;2,0193;4,306
3,221807;-1,0596;-3,6289;1,2639;3,986
3,240234;-1,1321;-2,8631;1,2437;3,321
3,241253;-0,9604;-1,9785;0,8630;2,363
3,241768;-0,9043;-0,8743;0,8257;1,505
3,263654;-0,6705;0,3755;0,2652;0,813
3,264723;-0,4869;0,7775;-1,0669;1,407
3,290242;-0,2551;1,0627;-1,1274;1,570
3,291528;0,0599;1,1809;-1,2620;1,729
3,292145;0,1505;1,1550;-1,4507;1,860
