time;ax (m/s^2);ay (m/s^2);az (m/s^2);aT (m/s^2)
1,539634;0,2733;-0,2300;0,1116;0,374
1,540279;0,2235;-0,0687;0,0842;0,248
1,540551;0,1726;-0,0982;0,0349;0,202
1,564357;0,1223;-0,1663;0,0260;0,208
1,564859;0,1098;-0,1190;0,0152;0,163
1,589149;0,0573;-0,2239;0,0066;0,231
1,589509;0,0436;-0,2140;0,0208;0,219
1,589628;-0,0848;-0,2427;0,0543;0,263
1,613505;-0,1735;-0,2722;0,0465;0,326
1,613853;-0,2236;-0,2254;0,0629;0,324
1,638776;-0,1961;-0,3324;0,0562;0,390
1,639258;-0,0150;-0,4014;0,0134;0,402
1,639495;-0,1005;-0,3949;0,0116;0,408
1,663583;-0,1472;-0,3121;0,0317;0,347
1,664224;0,0353;-0,4204;0,0472;0,425
1,690138;0,3318;-0,6429;0,0458;0,725
1,691782;0,1683;-0,6737;0,1600;0,713
1,692748;0,2344;-0,5893;0,1583;0,654
1,714922;0,2224;-0,3122;0,1421;0,409
1,716123;0,2116;-0,2276;0,1394;0,341
1,740837;0,1275;-0,1453;0,0932;0,215
1,742353;0,0800;-0,1768;0,0898;0,214
1,743295;-0,0856;-0,1291;0,0897;0,179
1,764800;0,0536;-0,0036;0,0853;0,101
1,766691;0,0399;-0,1082;0,0071;0,116
1,790413;-0,3569;-0,0595;0,0020;0,362
1,791945;-0,7147;-0,2027;-0,0194;0,743
1,792838;-0,8048;-0,4223;0,0310;0,909
1,814498;-0,9326;-0,4123;0,0254;1,020
1,816158;-0,5617;-0,5944;0,0632;0,820
1,839801;-1,1859;-1,1219;0,0564;1,633
1,841505;-1,1969;-1,1134;0,1417;1,641
1,842544;-0,8158;-2,1843;0,1357;2,336
1,866475;-1,3416;-2,3838;1,1175;2,955
1,868083;-1,2922;-3,2734;2,5110;4,323
1,890292;-0,9690;-2,5200;2,5061;3,684
1,892270;-2,2918;0,3778;2,5005;3,413
1,893246;-2,8033;1,6232;2,4947;4,089
1,914748;-2,3133;0,7195;2,4084;3,416
1,916438;-1,7833;0,5425;-0,0920;1,866
1,939873;-1,4761;1,5864;-0,1027;2,169
1,942309;-1,1653;2,5514;-0,3051;2,822
1,943536;-0,5842;2,6725;-0,3157;2,754
1,965080;0,0045;2,4438;-0,3640;2,471
1,966497;-0,0316;2,2353;-0,3719;2,266
1,990267;-0,4787;0,7568;-0,3409;0,958
1,991655;-0,3511;0,4672;-0,3447;0,678
1,992306;0,0371;0,5669;0,3389;0,662
2,015006;-0,9236;0,9030;0,3279;1,333
2,016754;-1,4228;0,8558;1,9265;2,543
2,040067;-1,6475;0,7674;1,9170;2,642
2,041921;-1,6690;1,2094;2,3679;3,139
2,043107;-1,8104;1,0427;2,3595;3,152
2,064527;-1,8794;0,4581;2,3560;3,048
2,066106;-1,9509;-0,0854;1,0051;2,196
2,090381;-1,8776;-0,3549;0,9870;2,151
2,092648;-1,3738;-0,2055;0,9329;1,673
2,093555;-0,5892;-0,0225;0,8673;1,049
2,114403;-0,7673;0,5479;0,9168;1,315
2,115198;-1,4568;1,2034;0,8495;2,072
2,146462;-2,2205;1,5146;0,7756;2,798
2,148144;-2,8175;1,7065;-0,6057;3,349
2,149061;-2,9831;1,6655;-0,6829;3,484
2,164564;-2,9142;1,6242;-0,7559;3,421
2,166751;-2,7232;1,4663;-0,1728;3,098
2,189952;-3,1094;1,3498;-0,2392;3,398
2,192429;-3,1931;1,3901;0,1175;3,485
2,193855;-3,0655;1,1178;0,0551;3,263
2,214554;-2,8933;0,4098;0,3400;2,942
2,216706;-2,7631;-0,3836;0,2871;2,804
2,245797;-2,1591;-0,5641;0,2807;2,249
2,247750;-1,6837;-0,4720;0,2727;1,770
2,249051;-1,1111;-0,4868;0,3536;1,264
2,264635;-0,7316;-0,2672;0,3569;0,857
2,266919;-0,1684;-0,2334;0,3610;0,462
2,290613;-0,0810;-0,9208;0,3663;0,994
2,292035;0,1439;-1,1405;0,3569;1,204
2,292464;0,5499;-1,9302;0,8426;2,177
2,314289;0,9084;-1,4902;0,8280;1,932
2,316130;1,3662;0,0662;1,3396;1,915
2,344625;1,3389;1,5133;1,3104;2,408
2,346838;1,0245;2,6959;1,2795;3,155
2,348066;1,1385;2,8877;1,2453;3,344
2,364705;0,5123;2,3589;0,6709;2,505
2,366130;0,5006;0,1503;0,4762;0,707
2,390206;0,7428;0,0154;0,4188;0,853
2,391608;1,7495;0,5322;0,3642;1,865
2,392724;1,6376;0,5142;0,3134;1,745
2,414856;1,4022;0,2694;2,0585;2,505
2,416587;0,7008;-0,0495;4,7213;4,773
2,440198;0,6132;-0,3303;4,6713;4,723
2,442101;-0,1579;-0,3798;5,6479;5,663
2,443394;-1,3088;-0,5428;5,5861;5,763
2,464853;-2,3778;-0,4771;5,5288;6,037
2,467569;-4,1591;0,3513;5,4766;6,886
2,490152;-3,9503;1,4140;1,8869;4,601
2,492190;-3,9412;1,4420;1,7625;4,552
2,494093;-2,5732;2,5410;-0,6627;3,677
2,515073;-2,0817;2,7974;-0,7872;3,575
2,517779;-2,2330;2,7772;-0,9099;3,678
2,540177;-2,4910;2,2864;0,5125;3,420
2,542248;-2,8439;2,4085;0,4008;3,748
2,543486;-3,4890;2,3040;1,8921;4,589
2,565140;-3,6906;1,6700;3,2135;5,171
2,567315;-4,0320;1,0040;3,0724;5,168
2,589811;-4,3098;0,1107;2,9351;5,215
2,592117;-3,7318;-1,5524;2,8233;4,930
2,593599;-1,9548;-3,4071;0,7755;4,004
2,614715;3,3792;-5,7616;-1,2491;6,795
2,617162;4,2892;-6,1243;-1,3035;7,590
2,641541;2,8695;-2,5607;-2,1423;4,402
2,643403;2,6379;-1,0024;-2,1007;3,518
2,644613;2,3940;-0,1646;-3,8343;4,523
2,665069;1,9888;0,5247;-3,8133;4,333
2,667317;1,2304;1,1358;-3,7930;4,146
2,689904;0,3602;1,3573;-0,7056;1,572
2,691861;-0,3424;0,9594;-0,6709;1,220
2,692645;-0,7447;0,2532;2,0874;2,231
2,714786;-0,9211;-0,5357;2,1417;2,392
2,716746;-0,8763;-1,5185;2,2018;2,815
2,740281;0,6305;-2,5379;2,2531;3,452
2,742166;0,5385;-2,5620;2,3044;3,488
2,743369;1,4782;-2,5465;3,5000;4,574
2,765446;1,7945;-2,3306;3,5265;4,592
2,768324;1,8839;-1,9089;3,4133;4,341
2,790552;1,9100;-1,2689;3,2399;3,969
2,793367;1,8080;-0,6514;0,7803;2,074
2,794430;1,8353;-0,3836;0,4143;1,920
2,814826;2,0246;-0,4614;0,2517;2,092
2,817253;1,9351;-0,4586;-0,3307;2,016
2,840373;1,4638;-0,8295;-0,5014;1,756
2,842582;0,9372;-1,1474;-0,6874;1,633
2,843467;-0,1642;-1,5720;-0,8764;1,807
2,864865;-0,4601;-1,5719;1,6987;2,360
2,866538;-0,4093;-1,2258;1,8311;2,241
2,890008;0,8021;-0,5823;1,6791;1,950
2,891845;1,5171;-0,3004;1,1965;1,955
2,892810;1,7544;-0,2816;1,0189;2,048
2,914872;1,7554;-0,4510;-0,5568;1,896
2,916816;1,1684;-0,4277;-0,5684;1,368
2,940360;0,4623;-0,3853;-0,5518;0,816
2,942269;-0,1685;-0,1091;-1,2280;1,244
2,943538;-0,5675;0,1333;-1,2199;1,352
2,964808;-0,8853;0,4525;-0,5222;1,123
2,966939;-0,1482;0,8837;-0,5152;1,034
2,990260;-0,8300;0,9594;0,0318;1,269
2,991975;-0,8332;0,9509;0,0443;1,265
2,993193;-2,3218;1,0633;1,2720;2,853
3,014789;-3,7686;1,1351;1,2756;4,137
3,017512;-3,2201;0,9687;1,2898;3,602
3,040220;-1,9319;0,5277;1,3092;2,393
3,042505;-0,5028;-0,7842;0,1343;0,941
3,043801;1,3487;-2,3692;0,1932;2,733
