time;ax (m/s^2);ay (m/s^2);az (m/s^2);aT (m/s^2)
2,493010;-0,4032;-0,0995;0,0622;0,420
2,493222;-0,5053;-0,1510;0,0558;0,530
2,517566;-0,2616;-0,2035;0,0151;0,332
2,517834;-0,2487;-0,2167;0,0087;0,330
2,517926;-0,1591;-0,1533;-0,0013;0,221
2,542969;-0,1077;-0,0899;0,0241;0,142
2,543151;-0,2095;-0,2564;0,0179;0,332
2,567665;-0,3125;-0,3449;0,0139;0,466
2,567881;-0,3799;-0,4308;0,0079;0,574
2,567992;-0,4868;-0,5920;0,0167;0,767
2,592596;-0,3642;-0,6762;0,0115;0,768
2,592880;-0,3958;-0,6062;0,0021;0,724
2,617595;-0,2755;-0,5731;-0,0014;0,636
2,617788;-0,2335;-0,3852;0,0515;0,453
2,617874;-0,0786;-0,4635;0,0507;0,473
2,642889;-0,1969;-0,3835;0,0526;0,434
2,643150;-0,2032;-0,2623;0,0483;0,335
2,668063;-0,4789;-0,4461;0,0479;0,656
2,668551;-0,4852;-0,4397;0,0018;0,655
2,668685;-0,4918;-0,2797;0,0009;0,566
2,694329;-0,4219;-0,5411;0,0728;0,690
2,694748;-0,4655;-0,6123;0,0716;0,772
2,720485;-0,4319;-0,5691;0,0684;0,718
2,721400;-0,3962;-0,3747;0,0639;0,549
2,722061;-0,2843;-0,2182;0,0532;0,362
2,745223;-0,1344;0,0152;0,0254;0,138
2,746415;0,0908;0,2500;0,0210;0,267
2,770713;-0,1813;0,2925;-0,0905;0,356
2,771847;-0,1845;0,2960;-0,0947;0,361
2,772827;-0,3373;0,0658;-0,1156;0,363
2,795221;-0,8669;-0,5538;-0,0778;1,032
2,795908;-1,0494;-0,5245;-0,0816;1,176
2,820239;-1,1563;-0,1878;-0,0501;1,173
2,821656;-1,0327;-0,0051;-0,0504;1,034
2,822337;-1,2139;0,1376;-0,0427;1,222
2,845665;-1,4696;0,0485;-0,0428;1,471
2,847016;-1,6827;0,0316;0,2298;1,699
2,870310;-1,6972;0,1609;0,2322;1,721
2,871718;-1,8941;0,0515;3,1414;3,669
2,872556;-1,9311;-0,0258;3,1442;3,690
2,895438;-1,9279;0,1253;3,6511;4,131
2,896141;-1,6504;0,1945;3,7872;4,136
2,921138;-1,4390;0,5226;3,7893;4,087
2,922349;-1,3752;0,4256;3,5805;3,859
2,922883;-1,6122;-0,0201;3,5627;3,911
2,946459;-1,5017;-0,6119;2,7508;3,193
2,947814;-1,2711;-0,9688;2,5319;2,994
2,971281;-0,7269;-1,1709;2,2305;2,622
2,972783;-0,2186;-1,1751;2,0350;2,360
2,973573;0,3691;-0,2927;1,8116;1,872
2,995170;0,3479;0,6709;1,4530;1,638
2,996141;0,4423;1,0671;1,2302;1,688
3,021689;0,4945;0,8613;1,3925;1,710
3,023047;0,4210;0,3643;1,1716;1,297
3,023793;0,4523;-0,3904;0,7894;0,990
3,045686;0,1622;-1,4758;1,0052;1,793
3,047070;0,0511;-1,6291;0,8143;1,822
3,070682;0,1574;-2,1152;0,9319;2,317
3,072080;0,3979;-2,4726;0,7604;2,617
3,072727;0,6550;-2,6969;0,6977;2,862
3,095053;0,4557;-2,4526;0,6606;2,581
3,095916;0,4342;-2,6718;0,3115;2,725
3,121735;0,2176;-2,5394;0,3008;2,566
3,123102;-0,0017;-2,5503;0,2761;2,565
3,123785;-0,2272;-2,8957;0,2440;2,915
3,145541;-0,1203;-3,4142;0,2002;3,422
3,146719;0,2046;-3,5709;0,8002;3,665
3,171374;-0,3944;-1,1535;0,7495;1,431
3,172867;-2,2172;0,0781;-0,4114;2,256
3,173631;-0,1999;-0,1063;-0,4723;0,524
3,196044;0,5278;1,0458;-4,7167;4,860
3,197195;0,1109;2,1979;-4,7870;5,269
3,222213;-1,4914;3,0065;-4,8565;5,903
3,223526;-3,8854;3,0732;-4,9206;6,982
3,224114;-6,4507;3,7678;-4,2135;8,577
3,246586;-7,4525;3,6856;-3,7148;9,106
3,247869;-4,7977;1,4860;-3,7107;6,245
3,272203;-1,0799;-0,5853;-4,1907;4,367
3,273652;-0,6203;-0,4494;-3,9830;4,056
3,274450;-3,8585;0,6994;-3,1066;5,003
3,296110;-3,3520;-0,3250;-2,2170;4,032
3,297252;-2,6181;1,5345;-1,9744;3,620
3,322222;-3,2050;2,5448;-1,7309;4,443
3,323410;-1,0123;3,5115;-1,4825;3,944
3,324073;2,1028;4,1810;-1,8681;5,039
3,345997;2,6005;5,6492;-1,5959;6,421
3,347274;1,6369;6,3065;-1,3254;6,649
3,371899;0,8764;5,8655;-1,0592;6,024
3,373455;0,6414;4,3410;-0,5659;4,424
3,374246;-0,2682;2,9266;-0,3079;2,955
3,403144;-1,3915;2,4235;1,1561;3,024
3,404809;-1,9361;2,3527;1,3590;3,336
3,422131;-2,6638;2,2508;1,4939;3,794
3,423604;-2,4696;2,1393;1,0900;3,444
3,424734;-3,0416;1,7285;1,0490;3,652
3,445548;-3,2870;1,6772;0,1672;3,694
3,446771;-3,4007;1,7554;0,1367;3,830
3,471333;-3,3240;1,7392;0,1261;3,754
3,472815;-3,2134;1,6886;0,1154;3,632
3,473492;-3,1071;1,6631;0,4851;3,557
3,495966;-3,1015;1,9033;0,7323;3,712
3,497343;-2,8577;1,9529;0,6972;3,531
3,522091;-2,4408;1,6549;0,8810;3,078
3,523075;-2,7542;1,5026;0,8301;3,245
3,523838;-2,9970;1,4238;0,7695;3,406
3,545130;-3,1605;0,9694;0,6295;3,365
