time;ax (m/s^2);ay (m/s^2);az (m/s^2);aT (m/s^2)
1,145365;-0,0926;-0,2545;-0,3742;0,462
1,145729;-0,2006;-0,1073;-0,1762;0,288
1,170434;-0,1558;0,1913;-0,1801;0,305
1,170789;-0,6483;-0,8157;0,0807;1,045
1,170965;-0,6428;-0,2909;0,0838;0,711
1,195164;-0,4467;-0,3012;0,1594;0,562
1,195620;-0,5204;-0,3845;0,1621;0,667
1,219995;-0,0977;-0,6955;0,2952;0,762
1,220300;-0,0967;-0,6985;0,3521;0,788
1,220450;-0,2131;-0,7339;0,3516;0,841
1,244883;-0,2938;-0,7639;0,3980;0,910
1,245351;-0,2192;-0,7910;0,3877;0,908
1,270947;-0,1825;-0,6639;0,4378;0,816
1,271691;-0,1479;-0,5679;0,4469;0,738
1,272063;-0,2692;-0,4991;0,4214;0,707
1,295576;-0,3897;-0,5815;0,5089;0,865
1,296773;-0,3954;-0,4312;0,4770;0,755
1,320676;0,0587;-0,3182;0,4497;0,554
1,321447;0,1703;0,1036;0,4098;0,456
1,321761;0,1680;0,4877;0,2707;0,583
1,346331;0,3952;1,1797;0,2290;1,265
1,347535;0,3924;1,4496;-0,0118;1,502
1,371471;-0,4134;1,4107;-0,0511;1,471
1,372944;-0,4886;1,3662;-0,2252;1,468
1,373837;-0,8278;1,1972;-0,5199;1,546
1,398520;-0,7742;0,9670;-0,5493;1,355
1,399846;-0,7536;1,0606;-0,5876;1,428
1,421205;-0,4946;0,9433;-0,6003;1,223
1,422874;-0,4234;1,0789;-0,6194;1,314
1,423865;0,2249;1,6225;-0,6107;1,748
1,445752;0,4518;0,9698;-0,7391;1,300
1,446557;0,5172;0,4723;-0,7037;0,993
1,471085;-0,0296;0,8924;-0,0734;0,896
1,472094;-1,5686;0,5818;0,4230;1,726
1,472665;-1,9558;0,6515;0,4600;2,112
1,496387;-1,8042;0,7960;0,1614;1,979
1,498342;-1,3436;1,2841;0,1976;1,869
1,520581;-1,2250;0,8098;-1,2182;1,908
1,521997;-1,0298;0,4528;-1,1786;1,629
1,523217;-0,2996;0,1762;-1,1386;1,190
1,551766;0,2312;0,5274;-0,9105;1,077
1,553613;0,5609;0,7408;-0,8759;1,277
1,571219;0,7614;1,0099;-0,6844;1,438
1,572553;1,5688;1,2858;-0,6433;2,128
1,573176;0,7256;0,9913;0,1649;1,240
1,596376;0,7264;0,9679;0,2006;1,227
1,597932;-0,1299;0,4355;0,2038;0,498
1,620790;-0,6324;0,0145;0,1946;0,662
1,621422;-0,5992;-0,0227;0,1860;0,628
1,621702;-2,1783;-1,0901;1,1364;2,688
1,647011;-2,3800;-0,8149;1,1299;2,758
1,647699;-2,6213;-0,3466;1,1240;2,873
1,671637;-2,5215;0,3973;1,1136;2,785
1,672807;-2,8830;1,1813;-0,0452;3,116
1,673729;-2,7021;2,0739;-0,0563;3,407
1,696187;-2,2056;2,6880;-0,0682;3,478
1,697940;-1,5303;3,4345;-0,0942;3,761
1,720559;-0,9889;3,3989;1,3652;3,794
1,721540;-1,0173;1,2587;1,3219;2,090
1,722038;-2,4921;-0,6519;1,2660;2,870
1,745860;-2,2175;1,0823;0,7015;2,565
1,747223;-1,6325;4,0361;0,6080;4,396
1,771627;0,2266;7,6983;-0,2673;7,706
1,774070;1,3236;5,9554;-1,3262;6,243
1,775156;2,1971;2,8667;-1,3827;3,867
1,795812;2,4385;0,9358;-1,2181;2,882
1,798225;2,1907;0,4650;-1,2011;2,541
1,821377;1,6158;0,7716;-1,1662;2,137
1,822924;1,2672;2,0370;-1,1218;2,648
1,824278;1,7606;2,9148;-1,0613;3,567
1,846385;1,5345;3,0792;-0,9795;3,577
1,848131;1,0742;2,7624;-1,5930;3,365
1,871490;0,2533;1,5795;-1,4807;2,180
1,873960;0,2752;1,5116;-1,4099;2,085
1,875124;-0,5907;0,2230;-1,2971;1,443
1,895626;1,0880;-4,8571;-1,1467;5,108
1,897817;1,2893;-4,5208;-0,9888;4,804
1,921413;0,2462;-2,0180;-0,8439;2,201
1,923095;-1,3226;0,0081;-2,0751;2,461
1,924099;-1,3627;0,4326;-1,9307;2,402
1,945615;-0,4189;0,9527;-1,8065;2,085
1,947764;0,3427;1,1454;1,9998;2,330
1,971943;0,4850;0,7827;2,0813;2,276
1,974725;-0,0501;-0,2748;2,3077;2,325
1,975958;-1,3280;-0,5893;2,3682;2,778
1,995894;-0,5321;-0,5185;2,7929;2,890
1,998192;0,9547;-0,6328;2,8088;3,033
2,020923;2,4713;-1,8893;2,8221;4,200
2,022403;2,3744;-2,6007;1,1309;3,699
2,022937;2,2782;-3,3355;1,0718;4,179
2,046223;2,2427;-4,0964;-1,0545;4,788
2,047992;2,9823;-4,2481;-1,1189;5,310
2,070737;3,9161;-4,1705;-1,1856;5,843
2,072612;4,3627;-3,7140;-1,2618;5,867
2,073705;3,5645;-3,0973;-0,9545;4,818
2,095297;2,0279;-2,2064;-1,0371;3,171
2,096758;0,6155;-1,3226;-0,3192;1,493
2,120437;-0,5825;-0,1916;-0,3954;0,730
2,121875;-1,2585;0,9053;-0,3519;1,590
2,122681;-1,1562;1,5752;0,8104;2,115
2,144829;1,1051;0,7040;0,7920;1,531
2,145297;2,0332;-0,2838;0,7769;2,195
2,170091;2,7021;-0,6632;0,7656;2,886
2,170466;2,7262;-0,4029;-1,0238;2,940
2,170695;2,1382;0,5628;-0,9557;2,409
2,195098;1,5508;1,8299;-1,3256;2,741
2,195565;1,1572;3,1361;-1,2296;3,562
2,219974;1,0518;4,4969;-1,7440;4,937
2,220430;0,5563;6,2424;-2,7988;6,864
2,220658;0,1237;8,1741;-2,7141;8,614
2,244938;-0,2605;9,2732;-2,6655;9,652
2,245442;6,2108;7,3429;-2,5580;9,952
2,271816;1,2319;6,9060;-2,4139;7,419
2,272957;-0,9001;5,5428;-0,5995;5,647
2,273634;-2,1584;2,9161;-0,5013;3,662
2,294753;-2,9179;-1,8504;-0,4050;3,479
2,295354;-5,0182;-4,2742;-0,3116;6,599
2,320217;-6,9214;-3,3657;-1,2939;7,804
2,321670;-6,8252;-1,3152;-1,1865;7,051
2,322338;-6,5325;-0,5683;-2,7573;7,113
2,345447;-5,4885;-1,1410;-2,6456;6,199
2,347825;-5,0291;-1,3539;-2,5152;5,784
2,375880;-4,5396;-1,1659;-2,3878;5,260
2,378368;-3,8155;-1,0149;-1,9258;4,393
2,379907;-2,5457;-0,9436;-1,3453;3,030
2,396410;-1,9690;-1,0557;-1,2169;2,544
2,398460;-4,4673;-1,8355;-0,8262;4,900
2,421274;-6,2852;-2,2095;-0,7059;6,700
2,423307;-7,3576;-2,4341;2,3867;8,109
2,424484;-8,4712;-2,6100;2,4968;9,209
2,445799;-8,7892;-2,9120;2,6178;9,622
2,448415;-8,3781;-2,9983;0,4923;8,912
2,474144;-7,4075;-3,0291;0,6429;8,029
2,476320;-6,6463;-2,8997;0,3526;7,260
2,477621;-6,1166;-1,5056;0,4619;6,316
2,496300;-6,3350;0,7347;0,3772;6,389
2,498236;-5,8832;2,6301;0,3985;6,457
2,521239;-5,9277;8,5414;-0,8703;10,433
2,523145;-5,2672;8,4047;-3,0357;10,373
2,524656;-1,9000;9,8481;-3,0602;10,486
2,545811;1,7160;6,8139;-3,0907;7,676
