time;ax (m/s^2);ay (m/s^2);az (m/s^2);aT (m/s^2)
2,063931;-0,5304;0,7312;0,3889;0,983
2,065420;-0,5144;0,7349;0,3512;0,963
2,066630;-0,6111;0,8475;0,3561;1,104
2,088742;-0,7046;0,9162;0,3981;1,222
2,090152;-0,6016;0,8259;0,3681;1,086
2,113140;-0,6478;0,8049;0,3435;1,089
2,114044;-0,6496;0,9676;0,3180;1,208
2,114462;-0,2986;0,9655;0,3085;1,057
2,140055;0,2841;0,9991;-0,0936;1,043
2,142165;0,8304;0,9154;-0,1128;1,241
2,163715;1,2625;0,9449;-1,9693;2,523
2,165553;1,2342;0,9371;-1,9850;2,518
2,166588;0,8981;0,8154;-3,0010;3,237
2,191734;0,5220;0,4649;-3,0167;3,097
2,193271;0,2974;0,1919;-3,0253;3,046
2,213776;-0,1240;-0,2721;-3,1534;3,168
2,215790;-0,0529;-0,2026;-3,1381;3,145
2,216559;-0,0337;-0,0992;-1,9028;1,906
2,239371;0,0741;0,1408;-1,3910;1,400
2,240798;0,1007;0,3490;-1,2664;1,317
2,263651;0,5084;0,3691;-2,8433;2,912
2,265321;0,5595;0,2093;-2,7086;2,774
2,266443;0,6714;0,1383;-2,8132;2,896
2,289322;0,5400;-0,0887;-2,7431;2,797
2,291150;0,6743;-0,0772;-2,5474;2,636
2,313482;0,5786;-0,5968;-2,3396;2,483
2,315693;0,5223;-0,6158;-2,1320;2,280
2,316684;0,7351;-0,9747;-1,8736;2,236
2,338430;0,7147;-1,1332;-1,6553;2,130
2,339801;0,5361;-1,2815;-1,2757;1,886
2,363718;0,3198;-1,6136;-1,0445;1,949
2,365406;0,2976;-1,6313;-0,7304;1,812
2,366690;0,1646;-1,6792;-0,5385;1,771
2,388211;0,1911;-1,6001;0,7064;1,759
2,390601;0,2135;-1,5907;1,5152;2,207
2,413662;-0,1169;-1,5308;1,6150;2,228
2,415444;-0,1395;-1,5076;1,6022;2,204
2,416635;-0,0472;-1,1737;1,6805;2,050
2,438854;0,1253;-0,6838;1,1583;1,351
2,440662;-0,1584;-0,2735;0,2044;0,376
2,464090;-0,2102;0,4432;0,2120;0,534
2,465571;1,4635;0,5469;0,0834;1,565
2,466662;0,0741;0,9562;0,0784;0,962
2,488974;-0,7732;1,2064;-0,4592;1,505
2,491023;-0,9622;1,2187;-0,6012;1,665
2,513823;-0,7205;1,0278;-0,6245;1,402
2,515968;-0,8861;0,8175;-0,9732;1,549
2,516819;-1,9157;1,0432;-0,9947;2,397
2,538477;-2,5099;1,0954;-0,6949;2,825
2,540706;-2,4423;0,9416;-0,7065;2,711
2,563534;-2,5977;0,6991;-0,6935;2,778
2,565161;-2,5532;0,6366;-0,6660;2,714
2,566735;-2,3032;1,1698;-0,1763;2,589
2,588967;-1,0875;1,3493;-0,1418;1,739
2,590766;-0,8983;1,2913;-0,1065;1,577
2,613803;-1,0106;0,9611;0,6295;1,530
2,616193;-1,0806;0,8970;0,6795;1,560
2,617498;-1,0266;0,7489;0,7293;1,465
2,638914;-1,1950;0,9410;0,1659;1,530
2,640712;-0,8152;0,9335;0,1966;1,255
2,664036;-0,5138;0,7023;-0,2785;0,914
2,665623;-0,3755;0,4082;-0,2559;0,611
2,666749;-0,1035;0,3661;0,2644;0,463
2,688638;0,2323;0,0702;0,2789;0,370
2,690203;0,6752;0,5492;-0,2461;0,904
2,713635;0,4273;1,3375;-0,2616;1,428
2,715807;1,4388;-2,2737;0,6672;2,772
2,717089;1,7894;-0,8953;0,6362;2,100
2,738855;1,9757;0,1104;0,4906;2,039
2,740804;1,5370;0,0932;0,4554;1,606
2,763704;1,0090;0,1260;0,4156;1,099
2,764904;1,0474;0,2047;0,3767;1,132
2,765682;0,9923;0,4902;0,3387;1,157
2,788748;0,8517;0,7458;0,9478;1,476
