time;ax (m/s^2);ay (m/s^2);az (m/s^2);aT (m/s^2)
1,368303;0,5581;-0,3066;-2,6467;2,722
1,368493;0,5402;-0,3096;-3,0046;3,068
1,368611;-0,4387;-0,2787;0,1813;0,550
1,392999;-0,8804;-0,5546;0,2391;1,068
1,393185;-1,0524;-0,6775;0,8346;1,504
1,418395;-1,1108;-1,0280;0,8903;1,756
1,419279;-0,6985;-0,6794;1,4832;1,775
1,419389;-0,3895;-0,4090;1,4729;1,577
1,443496;-0,1995;-0,2493;1,3547;1,392
1,443688;0,1773;-0,2770;1,1316;1,178
1,468811;0,3938;-0,5284;1,1268;1,305
1,468964;0,3822;-0,2729;0,8736;0,992
1,469048;0,0680;-0,4376;0,8369;0,947
1,494606;0,0237;-0,7173;0,8798;1,135
1,495463;-0,0598;-0,6481;0,8613;1,080
1,520852;-0,2078;-0,3426;0,7799;0,877
1,521923;-0,4233;-0,1150;0,8024;0,915
1,522665;-0,4028;0,0380;0,6950;0,804
1,545306;-0,4194;0,0770;0,5715;0,713
1,546465;-0,5496;0,0794;0,4626;0,723
1,571905;-0,4457;0,2688;0,3639;0,635
1,572617;-0,5813;0,4049;0,3006;0,770
1,573098;-0,6134;0,6931;0,1767;0,942
1,595332;-0,9079;0,8223;0,1353;1,232
1,596358;-1,0396;1,0184;-0,0006;1,455
1,620278;-1,0472;1,2062;-0,0454;1,598
1,621010;-1,0167;1,1894;-0,3694;1,608
1,621279;-1,3693;1,2831;-0,6650;1,991
1,644859;-0,9895;0,7954;-0,6802;1,440
1,646074;-0,6755;-0,0910;-0,7153;0,988
1,671535;0,1401;-0,4846;-0,7212;0,880
1,672283;-0,3114;0,8059;-0,5853;1,044
1,672881;-1,6774;1,5145;-0,5786;2,333
1,696027;-1,6258;1,3725;-0,9457;2,328
1,697003;-1,0726;0,9919;-1,2918;1,950
1,720194;-1,3997;1,0674;-1,2557;2,162
1,720634;-1,7267;1,1438;-1,5215;2,570
1,720893;-1,3596;0,9071;-1,4777;2,203
1,745385;-0,9106;0,8589;-2,6599;2,940
1,746372;-0,4976;0,6191;-3,4201;3,511
1,772384;-1,0434;0,4151;-3,3663;3,549
1,773144;-1,9326;1,1652;-3,3806;4,065
1,773728;-0,5636;1,4118;-3,3000;3,633
1,794815;0,4162;1,0838;-3,1278;3,336
1,795432;1,0418;0,8797;-3,0289;3,322
1,820754;0,3533;1,0896;-0,5904;1,289
1,821999;-0,4085;1,1101;-0,4515;1,266
1,822777;-1,0991;1,1774;-0,3140;1,641
1,847391;-1,8258;1,1358;-0,1864;2,158
1,848215;-2,3144;1,3601;0,5144;2,733
1,871611;-2,5721;1,3219;0,6315;2,960
1,872454;-2,4439;1,3994;0,7108;2,904
1,873105;-2,1994;1,3284;0,8195;2,697
1,896550;-1,7496;1,2673;0,8738;2,330
1,897512;-1,3079;1,1134;0,5774;1,812
1,921133;-0,4332;1,9920;0,6147;2,129
1,922074;-0,5521;2,3753;-0,8865;2,595
1,922589;-0,4535;2,5807;-0,8705;2,761
1,946962;0,1045;2,2176;-1,5973;2,735
1,947992;0,6643;1,0515;-2,9023;3,158
1,971600;1,5342;0,2403;-2,9427;3,327
1,972507;1,0985;0,1986;-3,4047;3,583
1,973048;0,5853;-2,7143;-3,4445;4,424
1,996184;-0,8195;-3,1478;-3,4239;4,723
1,997416;-1,0128;-2,5816;-0,6673;2,852
2,022256;1,7667;0,0994;-0,6292;1,878
2,023470;1,8153;0,0669;0,0581;1,817
2,024033;3,7624;2,4553;0,0974;4,494
2,045509;3,4983;2,6603;0,1877;4,399
2,046939;2,2380;1,8101;0,2833;2,892
2,071806;0,6171;0,8913;0,4202;1,163
2,072759;-0,2458;0,6310;0,5092;0,847
2,073485;-1,0233;0,3710;0,9653;1,455
2,094821;-1,1178;-0,1502;1,0248;1,524
2,096051;-0,4866;-0,4331;1,0504;1,236
2,120192;0,3461;-0,3370;1,0740;1,178
2,120710;0,6441;-0,0880;0,0246;0,651
2,120977;0,7522;0,4667;-1,9434;2,136
2,144139;0,7823;0,8805;-1,9770;2,301
2,144797;0,8466;1,2239;-2,0283;2,516
2,170160;0,5030;1,6754;-2,0776;2,716
2,170508;-0,0159;1,6586;-1,7427;2,406
2,170790;-0,8639;1,6338;-1,2551;2,234
2,194568;-1,5785;1,9380;-1,2769;2,807
2,195202;-1,8706;1,8570;1,1598;2,880
2,221330;-2,1555;1,7733;1,1402;3,015
2,222616;-2,2230;1,2916;1,1259;2,807
2,223170;-2,4383;1,1491;1,1253;2,921
2,244226;-5,6707;1,8035;1,5984;6,162
2,244997;-4,7242;0,6872;1,4923;5,002
2,269821;0,5618;-2,1954;1,5385;2,739
2,270159;0,6412;-2,2308;1,5245;2,777
2,270404;1,9461;-2,7588;1,4899;3,690
2,295318;4,3305;-1,4877;0,1494;4,581
2,296029;6,4918;0,2416;0,1092;6,497
2,320184;7,9191;1,9377;0,0642;8,153
2,320740;8,8792;3,7149;0,0184;9,625
2,321009;9,4390;4,6572;0,5485;10,540
2,345162;8,3752;4,8997;0,4814;9,715
2,345850;6,2263;4,5519;2,5176;8,113
2,370176;3,9313;4,0041;2,4511;6,123
2,370564;1,8688;3,4385;2,3781;4,579
2,370822;-0,1035;2,6380;0,7054;2,733
2,394911;-2,0699;1,9902;0,6446;2,943
2,395566;-3,5757;1,4185;-0,5167;3,881
2,420609;-4,2930;0,0111;-0,5526;4,328
2,421721;-3,4438;-0,3409;-3,0436;4,609
2,422216;-2,2098;-0,3916;-2,9819;3,732
2,446641;-1,3491;-0,4717;-2,9070;3,239
2,447271;-0,6799;-0,7013;1,2326;1,573
2,471163;-0,3351;-0,8639;1,2648;1,568
2,471780;-0,1534;-1,0517;3,0345;3,215
2,472319;-0,4025;-1,4184;3,0181;3,359
2,494096;-1,0504;-1,4445;3,1229;3,598
2,494686;-1,7766;-1,9868;3,0623;4,060
2,521254;-2,4729;-2,2206;2,9911;4,471
2,522524;-3,2103;-3,2385;2,3070;5,110
2,523086;-3,5528;-4,2155;2,2193;5,943
2,544988;-4,1107;-5,0980;2,0688;6,868
2,545914;-4,6955;-6,3487;1,8795;8,117
2,571756;-4,3522;-6,7813;2,2015;8,353
2,572197;-4,1518;-7,1153;1,9472;8,465
2,572471;-3,7010;-6,7726;1,9135;7,952
2,595434;-3,2274;-6,7595;1,5515;7,649
2,596431;-2,9863;-6,5739;1,1050;7,304
2,623079;-3,1484;-5,8882;0,6944;6,713
2,624362;-3,0181;-5,7827;0,6104;6,551
2,625135;-2,9276;-5,2392;1,0693;6,096
2,645951;-2,7707;-4,8861;0,6793;5,658
2,647118;-2,5838;-4,3507;0,5952;5,095
2,676520;-1,4812;-4,3488;0,2086;4,599
2,677484;-1,2383;-3,9997;1,0592;4,319
2,677924;-1,2119;-4,0741;1,0857;4,387
2,694022;-1,2619;-4,1545;0,7735;4,410
2,694615;-1,1828;-4,3650;1,2078;4,681
2,719361;-1,1243;-4,3438;0,9260;4,582
2,719920;-0,9037;-4,1321;1,1421;4,381
2,720171;-0,3061;-3,9390;0,9419;4,062
2,746217;0,6007;-3,2409;0,3245;3,312
2,747526;1,3288;-2,0843;-0,7052;2,570
2,773322;2,1395;0,0208;-0,7776;2,276
2,774118;2,8870;3,0706;-1,1250;4,362
2,774397;3,4915;6,9121;-1,1500;7,829
2,795562;4,1867;10,5959;-1,1731;11,453
2,796207;6,2820;14,7718;-1,1938;16,096
2,819825;6,9080;15,5755;1,7363;17,127
2,820419;6,6154;14,6551;1,7184;16,171
2,820718;4,8159;12,6123;1,7156;13,609
2,844463;1,9430;9,9249;1,7632;10,266
2,845039;-0,8054;6,8805;-2,3645;7,320
2,871783;-1,9708;3,6689;-2,1998;4,710
2,872754;-2,5532;0,9354;-6,2667;6,831
2,873350;-2,9321;-1,1145;-7,1811;7,836
2,893613;-3,1538;-2,3558;-6,9613;7,997
2,894186;-2,3334;-3,5371;-7,1115;8,278
2,918898;-0,0862;-3,4649;-6,8719;7,697
2,919312;-0,1853;-3,8133;-6,9206;7,904
2,919505;3,1513;-1,9377;-6,6745;7,631
2,943670;5,7673;0,2150;-6,4389;8,647
2,944176;8,2994;2,9524;-5,6970;10,491
2,971222;11,3321;6,0488;-5,3658;13,921
2,971940;14,0110;7,8007;-4,3547;16,617
2,972239;15,8821;6,8372;-3,9737;17,742
2,995038;15,5475;3,4076;-3,6404;16,328
2,995909;13,9162;-0,0771;-3,3720;14,319
3,020334;10,6396;-1,9967;-3,0969;11,260
3,020963;6,8257;-2,8445;-2,2864;7,740
3,021235;3,5979;-3,0678;-1,9255;5,105
3,044881;1,1268;-2,6573;0,9382;3,035
3,045472;-0,6485;-1,8228;1,3554;2,362
3,072110;-1,8345;-0,3696;1,8129;2,606
3,072972;-2,4172;0,4615;2,2389;3,327
3,073442;-2,6207;1,4144;-0,3918;3,004
3,094333;-2,4821;2,3029;-0,1549;3,389
3,094938;-2,3363;3,1203;-1,4904;4,173
3,121526;-2,1329;3,5999;-1,4566;4,431
3,122685;-2,0480;3,4720;-1,8167;4,421
3,123025;-1,9957;2,6494;-2,0642;3,907
3,145390;-2,2464;1,7471;-2,0451;3,504
3,146382;-2,2732;0,6974;-1,7674;2,963
3,172162;-2,0277;-0,3177;-1,7776;2,715
3,172797;-1,2103;-1,2601;-1,0691;2,048
3,173100;-0,4439;-2,4140;-1,0356;2,664
3,194505;1,2097;-3,7598;-0,3669;3,967
3,195081;1,8254;-4,4037;-0,3046;4,777
3,220342;2,2510;-4,6942;-0,2408;5,212
3,220895;2,3607;-4,8912;-0,3696;5,444
3,221159;2,2423;-4,4008;-0,3149;4,949
3,244193;1,4515;-3,5970;-1,2470;4,074
3,244808;0,9125;-2,6502;-0,7177;2,893
3,271621;0,1847;-1,8913;-0,6422;2,006
3,272101;-0,4365;-1,2486;-0,5966;1,451
3,272431;-1,2183;-0,9780;-0,5092;1,643
3,294621;-1,5060;-0,8510;-0,3803;1,771
3,295191;-1,9042;-0,4523;-0,2903;1,979
3,319613;-1,3785;0,9846;0,4073;1,742
3,320154;-1,0392;2,0109;0,4233;2,303
3,320399;-0,8835;2,7358;0,3955;2,902
3,345800;-0,5859;3,5913;0,3622;3,657
3,346770;-0,1624;4,1670;-0,0345;4,170
3,371570;0,2651;4,4712;-0,0420;4,479
3,372398;0,7454;4,5293;-0,4942;4,617
3,373013;1,5552;4,3676;-1,3561;4,831
3,394410;2,2945;3,9676;-1,3485;4,778
3,394979;2,9969;3,5298;-1,3382;4,820
3,420377;3,5688;3,3067;-1,3139;5,040
3,421067;4,3684;3,1714;0,7061;5,444
3,421378;4,7201;2,9153;0,7232;5,595
