time;ax (m/s^2);ay (m/s^2);az (m/s^2);aT (m/s^2)
4,186817;0,0845;-0,1393;-0,3676;0,402
4,187506;0,2001;-0,1827;-0,0161;0,271
4,212113;0,1222;-0,1483;-0,0051;0,192
4,212919;0,0807;-0,1128;0,0628;0,152
4,213422;0,0754;-0,2295;0,0749;0,253
4,236696;-0,0487;-0,2290;0,2066;0,312
4,237265;-0,0584;-0,1900;0,2193;0,296
4,261441;0,0453;-0,3412;0,2569;0,430
4,262156;-0,0441;-0,6059;0,2679;0,664
4,262497;-0,0553;-0,6376;0,4729;0,796
4,286264;-0,1049;-0,7453;0,5643;0,941
4,286704;-0,2314;-0,8516;0,5610;1,046
4,311379;-0,1659;-0,8805;0,6997;1,137
4,312028;-0,0579;-0,9094;0,6876;1,142
4,312332;0,0114;-0,8991;0,8288;1,223
4,336535;0,1569;-0,8867;0,8261;1,222
4,337005;0,1863;-0,8246;0,7836;1,153
4,361846;0,2923;-0,7214;0,6920;1,042
4,362586;0,3203;-0,6144;0,6380;0,942
4,362883;0,4252;-0,6208;0,5268;0,919
4,386676;0,1104;-0,4716;0,4643;0,671
4,387299;-0,1285;-0,2833;0,3374;0,459
4,416932;0,3230;-0,8230;0,2759;0,926
4,418944;0,2309;-0,8217;0,1958;0,876
4,420691;-0,4403;-0,4387;0,1463;0,639
4,437694;-0,5743;-0,1315;0,2820;0,653
4,439724;-0,7458;0,5958;0,2326;0,982
4,462277;-0,5708;1,0156;0,1846;1,180
4,464232;-0,3974;1,2043;0,0432;1,269
4,465844;-0,4514;1,0451;0,0039;1,138
4,486950;-0,6503;1,1828;-0,0975;1,353
4,489383;-0,4874;1,3400;-0,1168;1,431
4,515998;-0,3568;1,7590;-0,5385;1,874
4,519580;-0,3325;1,7434;-0,5411;1,855
4,521723;-0,5632;2,5917;-0,8344;2,780
4,536761;-0,3268;2,7011;-1,4236;3,071
4,539588;0,3342;2,8082;-1,3981;3,155
4,562410;-0,0751;2,3771;-2,5583;3,493
4,565158;-0,5126;1,3653;-2,5306;2,921
4,566695;-0,9857;0,9624;-3,7605;4,005
4,587177;-1,5018;0,6687;-3,8222;4,161
4,591464;-0,7955;-1,1986;-3,7558;4,022
