time;ax (m/s^2);ay (m/s^2);az (m/s^2);aT (m/s^2)
0,922882;-0,2359;-0,2584;0,0955;0,363
0,924184;-0,3044;-0,2249;0,0475;0,381
0,925010;-0,2955;-0,3833;0,0443;0,486
0,947353;-0,5922;-1,1168;2,3781;2,693
0,949244;-0,7740;-2,0419;2,3752;3,226
0,972790;-1,0329;-2,3153;3,5667;4,376
0,975225;-0,7195;-1,8979;3,5627;4,100
0,976753;-0,3323;-1,2107;3,4014;3,626
0,997417;-0,0634;-0,6363;3,3946;3,454
0,998864;0,0123;-0,7505;3,4548;3,535
1,022837;0,1233;-1,2065;3,4071;3,616
1,024872;-0,1121;-1,2344;3,2076;3,439
1,026759;-0,0088;-1,1364;3,0409;3,246
1,048302;0,2859;-0,9534;2,7978;2,970
1,049888;0,4273;-1,1079;2,4589;2,731
1,071969;-0,2716;-1,4863;2,2139;2,680
1,073140;-0,2788;-1,4370;1,8740;2,378
1,073588;-0,8969;-1,9562;1,6299;2,700
1,097404;-1,3995;-1,8553;0,7370;2,438
1,099608;-1,7092;-1,9009;-0,0141;2,556
1,122244;-0,9044;-2,4017;-0,2530;2,579
1,124175;-0,0204;-2,7059;-0,7567;2,810
1,125263;0,3999;-1,8521;-0,9881;2,137
1,147016;-0,2120;0,3072;-1,2113;1,268
1,148595;-1,2010;1,7014;-1,4287;2,526
1,172115;-1,9276;2,3455;-1,5779;3,422
1,174508;-2,0611;2,6388;-1,6043;3,713
1,176021;-2,5616;2,2361;-1,5604;3,741
1,197211;-2,9445;1,5880;-3,3639;4,744
1,199197;-2,6242;1,0838;-3,2872;4,344
1,222591;-0,2912;-1,3898;-3,2032;3,504
1,223921;0,8939;-1,0285;-3,1178;3,403
1,224943;1,9364;0,6651;-2,5264;3,252
1,249132;2,3461;1,3092;-2,4180;3,615
1,250552;2,8319;2,3731;-1,6455;4,045
1,272706;2,9134;3,5594;-1,5015;4,839
1,274338;1,2683;3,9346;-1,0922;4,276
1,274789;-0,2434;4,1899;-0,9143;4,295
1,297341;-0,9197;3,3243;-0,7420;3,528
1,299204;-1,4237;1,7255;-2,6345;3,456
1,322289;-3,3443;1,0594;-2,4903;4,302
1,324304;-3,2451;0,9758;-3,1799;4,647
