time;ax (m/s^2);ay (m/s^2);az (m/s^2);aT (m/s^2)
1,716647;-0,0835;-0,3059;0,0246;0,318
1,716996;-0,0486;-0,1110;0,0257;0,124
1,743245;-0,2853;-0,2194;0,0255;0,361
1,743697;-0,7528;-0,5566;0,0257;0,937
1,743868;-0,3778;-1,0850;0,0093;1,149
1,767486;-0,9605;-1,4986;0,0896;1,782
1,767972;-1,1987;-1,2606;0,0889;1,742
1,793556;-0,8223;-0,8327;0,1070;1,175
1,795159;-1,0953;-0,7130;0,1050;1,311
1,796192;-1,4070;-0,8994;1,8396;2,484
1,818084;-1,4178;-1,0420;1,8371;2,544
1,819911;-0,8055;-0,5816;2,9137;3,078
1,843392;-0,0363;-0,5462;2,9095;2,961
1,844658;-0,0332;-0,5491;2,6586;2,715
1,845704;0,3897;-1,0867;2,6504;2,891
1,868447;0,5065;-1,0117;2,4528;2,701
1,870296;0,4678;-1,1997;2,3640;2,692
1,893482;0,0464;-1,6912;2,2300;2,799
1,894989;-0,3407;-2,0583;2,4556;3,222
1,896179;-0,7349;-2,2213;2,2720;3,261
1,918146;-0,8546;-1,8872;2,5888;3,316
1,920339;-0,8172;-1,5119;2,8288;3,310
1,945974;-0,7784;-1,1315;2,6290;2,966
1,947876;-0,3230;-0,8148;2,8445;2,977
1,949296;0,1734;-0,6084;2,6335;2,708
1,967677;0,0199;-0,5508;2,2668;2,333
1,968442;0,8139;-1,0526;1,6690;2,134
1,993569;4,5177;-1,9601;1,4499;5,134
1,995390;2,5932;-0,5230;1,5680;3,075
1,996331;0,6384;0,9566;1,3355;1,762
2,026298;-0,6970;1,4782;-2,1079;2,667
2,028097;-1,2775;1,0943;-2,2447;2,805
2,043521;-0,8555;0,3478;-2,3932;2,565
2,044956;0,0715;-0,1156;-2,4716;2,475
2,045885;0,1539;-0,3525;-2,4999;2,529
2,071204;-0,3439;-0,2401;-2,5622;2,596
2,073036;-0,8435;-0,2063;-1,1601;1,449
2,093305;-0,9663;0,0120;-1,1895;1,533
2,094959;-0,9882;0,0137;-1,1499;1,516
2,096005;-0,6168;0,3499;-1,1127;1,319
2,119291;0,4916;0,4864;-1,8455;1,971
2,121056;0,7956;0,1181;-4,7116;4,780
