time;ax (m/s^2);ay (m/s^2);az (m/s^2);aT (m/s^2)
1,077726;0,3661;0,3055;-0,9933;1,102
1,078064;0,5311;0,1009;-2,2451;2,309
1,102443;0,3113;0,0123;-2,2465;2,268
1,102978;0,0130;-0,2287;-2,1483;2,160
1,103156;-0,1364;-0,1285;-0,3930;0,435
1,127205;-0,2488;-0,1064;-0,3726;0,460
1,127478;-0,3640;-0,0813;-0,1327;0,396
1,152182;-0,4040;-0,1698;-0,1108;0,452
1,152601;-0,5220;-0,2950;0,0973;0,607
1,152830;-0,6052;-0,3771;0,1192;0,723
1,177299;-0,5372;-0,6857;0,3142;0,926
1,177566;-0,6979;-0,9170;0,5039;1,258
1,203589;-0,0137;-0,8813;0,5190;1,023
1,204584;0,0579;-0,8428;0,6319;1,055
1,205387;0,0102;-1,0261;0,6381;1,208
1,227988;-0,2661;-1,0523;0,7081;1,296
1,229591;-0,3464;-0,9644;0,7982;1,299
1,255355;-0,4295;-0,8653;0,7752;1,239
1,256565;-0,5527;-0,8348;0,7412;1,246
1,257627;-0,6687;-0,6448;0,6859;1,155
1,278364;-0,7058;-0,5661;0,6818;1,133
1,279508;-0,7011;-0,3746;0,6154;1,005
1,306263;-0,4644;-0,3354;0,5779;0,814
1,307505;-0,5710;-0,2948;0,5048;0,817
1,308280;-0,5584;-0,3710;0,3900;0,776
1,328026;-0,3916;-0,4102;0,3152;0,649
1,329379;-0,5320;-0,0670;0,3303;0,630
1,355764;-0,6343;0,1229;0,2614;0,697
1,357077;-0,8864;0,4228;0,2745;1,020
1,357672;-0,8278;0,6008;0,2845;1,062
1,378074;-0,9229;0,6954;0,2302;1,178
1,379460;-0,9794;0,5565;0,3430;1,177
1,403389;-1,1071;0,6319;0,3035;1,310
1,405508;-1,2681;0,8492;0,4461;1,590
1,406537;-1,1227;0,6741;0,4237;1,376
1,427790;-1,3550;0,4508;0,4906;1,510
1,429318;-1,5377;0,4051;0,3732;1,633
1,453094;-1,7946;0,3576;0,3535;1,864
1,454510;-1,7443;0,3084;-0,0431;1,772
1,455624;-1,2706;1,1368;-0,0587;1,706
1,477935;-1,2862;0,9634;-0,2373;1,624
1,479225;-0,5313;0,0615;0,1893;0,567
1,503298;0,3012;0,1983;0,1606;0,395
1,504732;-0,5923;1,1398;-0,1608;1,295
1,505485;-1,3710;1,5081;-0,1848;2,046
1,528317;-1,3790;1,1861;-1,4694;2,338
1,529155;-0,9231;0,8621;-1,4986;1,960
1,553140;-1,5000;0,2223;-4,9449;5,172
1,555115;-1,1615;-0,8356;-4,9594;5,162
1,556429;-1,4792;-0,3135;-5,3131;5,524
1,578140;-2,1423;1,0500;-5,3272;5,837
1,579620;-4,9151;4,5950;-5,6018;8,755
1,604826;-6,7308;4,7119;-5,5821;9,933
1,606607;-7,4478;3,1205;-5,9751;10,045
1,607739;-7,1428;-0,0222;-5,7609;9,176
1,628013;-8,1510;-2,7998;-5,4881;10,217
1,629747;-7,7379;-4,0119;-5,1861;10,142
1,653245;-7,6384;-2,6372;-4,8658;9,433
1,655368;-9,0255;1,5211;-4,4998;10,199
1,656743;-13,8547;7,2216;-4,1694;16,171
1,677996;-19,6857;13,2147;-3,8389;24,019
1,680255;-25,1220;18,3072;-3,7603;31,312
