time;ax (m/s^2);ay (m/s^2);az (m/s^2);aT (m/s^2)
2,229793;-0,3125;-0,3882;0,0244;0,499
2,230688;-0,6445;-0,6657;0,0233;0,927
2,231392;-0,3276;-0,4804;0,1681;0,605
2,254423;-0,5867;-0,4473;0,1648;0,756
2,255190;-0,5384;-0,3380;0,2569;0,686
2,280158;-0,0690;-0,6882;0,2529;0,736
2,280728;-0,0647;-0,6887;0,3620;0,781
2,281144;0,1250;-0,6827;0,4459;0,825
2,305260;0,1584;-0,6730;0,4348;0,817
2,306292;0,3842;-0,6986;0,5269;0,956
2,330030;0,3404;-0,8364;0,5062;1,035
2,331435;0,4865;-0,7782;0,5460;1,068
2,331781;0,4324;-0,6731;0,5167;0,952
2,354401;0,4942;-0,3741;0,4685;0,777
2,355833;0,2462;-0,5307;0,4641;0,747
2,380498;0,1482;-0,2999;0,4253;0,541
2,381759;0,0148;-0,1077;0,3086;0,327
2,382658;-0,4241;-0,0690;0,2674;0,506
2,404874;-0,3267;0,1998;0,2300;0,447
2,405514;-0,4606;-0,0663;0,2166;0,513
2,429292;-0,5174;-0,0269;0,1780;0,548
2,429978;-0,7567;0,1179;0,1248;0,776
2,430349;-0,7597;0,3320;0,0933;0,834
2,454028;-0,9508;0,5034;0,0158;1,076
2,454692;-0,9405;0,6650;-0,0104;1,152
2,479373;-0,7678;0,7797;-0,1415;1,103
2,480400;-0,7073;0,9271;-0,1609;1,177
2,480691;-0,2942;0,5679;-0,3195;0,715
2,504671;-0,3402;0,7789;-0,3292;0,911
2,506174;-0,4178;0,5984;-0,3113;0,793
2,529838;0,1964;0,9883;-0,3122;1,055
2,530665;-0,0300;0,9881;-0,4925;1,104
2,531527;-0,4445;0,6378;-0,5334;0,943
2,554337;-0,3600;0,5909;-0,5162;0,863
2,556194;-0,6931;0,6540;-0,6138;1,134
2,580215;-0,9085;0,7145;-0,5901;1,298
2,582160;-1,1640;1,0845;-0,5785;1,693
2,582807;-1,3044;0,8802;-0,5555;1,669
