time;ax (m/s^2);ay (m/s^2);az (m/s^2);aT (m/s^2)
2,161743;-0,0276;-0,5917;1,8663;1,958
2,163315;-0,2684;-0,6403;1,8283;1,956
2,178885;-0,4321;-0,4953;1,7318;1,852
2,179355;-0,4052;-0,4236;1,6929;1,792
2,179670;-0,3691;-0,3924;1,5815;1,671
2,203929;-0,3583;-0,1995;1,4384;1,496
2,204409;-0,2284;-0,1189;1,2036;1,231
2,228623;-0,0598;-0,1118;1,0352;1,043
2,229538;-0,0533;-0,0872;0,8380;0,844
2,230023;0,0347;-0,2268;0,6754;0,713
2,255181;0,0884;-0,2522;0,5201;0,585
2,255915;0,1837;-0,2393;0,3610;0,470
2,282744;0,0912;-0,1505;0,2098;0,274
2,284056;0,1143;-0,2202;0,1290;0,280
2,284690;-0,0227;-0,3409;0,0369;0,344
2,305227;-0,0961;-0,2600;0,1046;0,296
2,306277;-0,1625;-0,0684;0,0898;0,198
2,329157;-0,1541;-0,3378;0,1196;0,390
2,329538;-0,2227;-0,4917;0,1095;0,551
2,329840;-0,0636;-0,4152;0,2820;0,506
2,354553;-0,1795;-0,6794;0,3998;0,808
2,355148;-0,0315;-0,5961;0,3935;0,715
2,394983;-0,1162;-0,8170;0,4006;0,917
2,395729;-0,2368;-1,0379;0,3904;1,134
2,396384;-0,0468;-1,1825;0,4873;1,280
2,404575;-0,0871;-1,2879;0,5523;1,404
2,405546;-0,2047;-1,8856;0,5259;1,968
2,430860;-0,2840;-2,3264;0,2811;2,361
2,431671;-0,2860;-2,3041;0,2404;2,334
2,432225;-0,4810;-2,9311;0,1737;2,975
2,454795;-0,6091;-3,1271;0,2425;3,195
2,455709;-0,9739;-3,2405;0,1954;3,389
2,481451;-1,1111;-3,3500;0,1452;3,532
2,483025;-0,8003;-3,2912;0,0849;3,388
2,483945;-0,8426;-2,9503;0,0132;3,068
2,505252;-0,8134;-2,2926;-0,2577;2,446
2,506663;-0,7787;-1,3683;-0,3380;1,610
2,532040;-0,6234;-0,7516;-2,4504;2,638
2,533586;1,1414;-1,6668;-2,5306;3,238
2,534155;0,4164;-0,0541;-2,6073;2,641
2,554978;-1,2251;1,8629;-3,3711;4,042
2,555704;-1,2162;2,6232;-3,4358;4,491
2,581320;-4,5393;2,1529;-3,4930;6,119
2,582554;-2,1535;3,1693;-3,5398;5,217
2,583024;-1,2582;4,6524;-3,5863;6,007
