time;ax (m/s^2);ay (m/s^2);az (m/s^2);aT (m/s^2)
2,127299;-0,0616;-0,3472;0,0690;0,359
2,129144;0,0445;-0,1074;0,0232;0,119
2,152412;-0,0426;-0,1339;0,0189;0,142
2,154022;-0,1273;-0,2396;-0,0517;0,276
2,155376;-0,0569;-0,2710;-0,0527;0,282
2,179647;-0,1777;-0,2644;-0,0277;0,320
2,180805;-0,2599;-0,2198;-0,0275;0,341
2,202492;-0,2260;-0,1000;-0,0696;0,257
2,203734;-0,2675;0,0185;-0,0688;0,277
2,204483;-0,2709;0,1373;-0,0531;0,308
2,234621;-0,3896;0,1032;-0,0142;0,403
2,236172;-0,3551;-0,0841;-0,0136;0,365
2,252220;-0,3930;-0,1612;-0,0745;0,431
2,253336;-0,4672;-0,2406;-0,0723;0,530
2,253979;-0,4645;-0,2821;0,0173;0,544
2,278350;-0,4611;-0,3626;0,0200;0,587
2,279644;-0,3408;-0,3304;0,0437;0,477
2,302596;-0,2959;-0,2613;0,0461;0,397
2,304148;-0,2913;-0,2283;0,0508;0,374
2,305275;-0,1330;-0,1956;0,0507;0,242
2,331880;-0,1270;-0,1640;0,0260;0,209
2,333200;-0,1209;-0,1707;-0,0514;0,215
2,352732;-0,1926;-0,2911;-0,0530;0,353
2,354046;-0,1892;-0,2948;-0,0550;0,355
2,355058;-0,2260;-0,4114;-0,0566;0,473
2,377564;-0,2257;-0,5648;0,0148;0,608
2,379298;-0,1878;-0,6026;-0,0410;0,632
2,402735;-0,1148;-0,6368;-0,0432;0,649
2,403906;0,0329;-0,7455;0,0285;0,747
2,404637;-0,0131;-0,8900;0,0258;0,890
2,432303;-0,0208;-0,9579;-0,0404;0,959
2,433970;0,0090;-1,2163;-0,0348;1,217
2,452810;-0,0023;-1,5101;-0,0354;1,510
2,454923;-0,0562;-1,9905;0,1131;1,995
2,455983;-0,0350;-2,3158;0,1135;2,319
2,477445;-0,1323;-2,5220;2,1941;3,345
2,479526;-0,4263;-2,4923;3,0354;3,951
2,502659;-1,1475;-1,9192;3,0341;3,769
2,504886;-1,4929;-1,8350;3,6059;4,313
2,505997;-1,9242;-1,8158;3,6025;4,470
2,527610;-1,8332;-1,8932;4,0923;4,867
2,529431;-1,1714;-2,7303;4,0823;5,049
2,552831;0,6038;-3,6770;3,4623;5,087
2,555490;1,9616;-3,5467;3,2866;5,218
2,557225;2,0189;-2,1453;-0,0093;2,946
2,577665;1,6954;-1,1208;-0,2042;2,043
2,579869;0,6107;-0,9366;-2,2397;2,503
2,602743;-4,4892;-0,8285;-2,4407;5,177
2,605276;-4,5167;-0,7327;-2,6458;5,286
2,606712;-7,0925;0,3045;-2,8555;7,652
2,627317;-9,3474;1,9816;0,2646;9,559
2,629063;-8,9099;1,4660;1,3593;9,131
2,652905;-7,4583;-0,6381;1,1491;7,573
2,655679;-6,5993;-1,8774;0,9276;6,924
2,657001;-6,2438;-2,4615;0,6966;6,748
2,677545;-6,1716;-3,0103;-0,9515;6,932
2,680123;-6,2330;-3,1601;-1,1897;7,089
2,702564;-6,2874;-3,0157;-2,4009;7,375
2,705367;-6,0761;-2,2262;-2,4326;6,913
2,706703;-4,7667;1,9754;-2,6519;5,801
2,727675;-2,7690;6,6531;-2,6323;7,672
2,729785;-1,9207;11,0474;-2,3737;11,462
2,752481;-4,0862;12,1231;-2,3241;13,003
2,754623;-5,8007;12,1304;-2,1578;13,618
2,756044;-6,4362;10,1051;-2,0274;12,151
2,777489;-7,3477;8,3687;-1,8707;11,293
2,779831;-8,7105;6,5724;1,6476;11,036
2,802739;-10,7624;4,0227;1,9501;11,654
2,805699;-10,1214;3,3094;4,6143;11,605
2,807479;-8,6611;2,8396;4,9159;10,356
2,827403;-7,7841;1,8374;5,1635;9,520
2,829619;-7,5002;0,1845;1,5252;7,656
2,852505;-6,4381;-1,7570;1,6894;6,884
2,854739;-3,9604;-2,7537;1,7468;5,130
2,855796;-1,4043;-2,5325;1,6898;3,353
