time;ax (m/s^2);ay (m/s^2);az (m/s^2);aT (m/s^2)
1,306295;-0,3403;-0,3193;-0,3818;0,603
1,307190;-0,4239;-0,3914;-0,2535;0,630
1,326470;-0,3119;-0,0850;-0,2094;0,385
1,327476;-0,2007;-0,0454;-0,2014;0,288
1,327974;-0,3200;0,0721;-0,1896;0,379
1,351198;-0,5150;0,0737;-0,1475;0,541
1,352065;-0,6307;0,1106;-0,0941;0,647
1,377510;-0,8967;-0,0855;-0,0598;0,903
1,378583;-0,8180;-0,0509;-0,0028;0,820
1,379324;-0,5083;0,0596;0,0024;0,512
1,401546;-0,5423;0,0923;-0,0046;0,550
1,402701;-0,6498;0,1211;0,0215;0,661
1,427413;-0,6003;-0,1228;0,0237;0,613
1,428334;-0,4719;-0,3695;0,0846;0,605
1,429050;-0,6108;-0,6171;0,0827;0,872
1,452928;-0,7469;-0,8297;3,1526;3,344
1,454200;-0,6125;-1,0834;3,4594;3,676
1,479050;-0,5551;-0,9917;3,4569;3,639
1,480514;-0,5359;-1,0151;3,5719;3,752
1,481338;-0,6330;-0,9599;3,5699;3,750
1,500563;-0,6567;-0,6324;3,6176;3,731
1,501815;-0,6907;-0,3307;3,6107;3,691
1,527591;-0,6845;-0,2518;3,3808;3,459
1,528532;-1,0563;-0,2064;3,1517;3,330
1,529394;-1,2699;-0,2327;2,9956;3,262
1,557617;-1,4011;-0,2941;2,7479;3,098
1,558484;-1,4514;-0,3113;2,6014;2,995
1,577101;-1,6139;-0,3982;2,3503;2,879
1,578022;-1,6946;-0,4047;2,1614;2,776
1,578647;-1,7319;-0,7134;1,4513;2,370
1,604315;-1,6865;-0,9816;1,2050;2,293
1,605636;-1,7807;-0,7953;0,6778;2,065
1,628185;0,4361;-0,9574;0,4297;1,136
1,629160;1,0873;0,1097;-0,1574;1,104
1,630041;0,4812;0,9087;-0,3965;1,102
1,651807;0,3043;1,1670;-1,0401;1,593
1,652244;0,1749;1,4540;-1,7010;2,245
1,679138;-0,3439;1,5500;-1,7696;2,377
1,680323;-1,8001;1,5510;-3,9034;4,570
1,680949;-3,4130;1,8901;-3,8949;5,513
1,702102;-3,9132;1,6437;-4,5278;6,206
1,703003;-3,5994;1,3022;-3,8006;5,394
1,728904;-3,6139;1,8079;-3,7334;5,502
1,729870;-3,7752;3,1425;-3,4183;5,984
1,730488;-4,1625;3,9261;-3,3062;6,608
1,754625;-4,5226;3,7613;-3,1065;6,652
1,755040;-4,7481;0,8175;-2,8784;5,612
1,775701;-5,3343;-0,7066;-3,6551;6,505
1,776146;-6,2490;-2,0772;-3,4285;7,424
1,776429;-6,8414;-3,6795;-3,9112;8,697
1,801833;-7,0377;-4,9312;-3,6558;9,339
1,802679;-6,7437;-5,3813;-3,8571;9,451
1,826620;-6,4480;-5,2996;-3,6030;9,091
1,827076;-6,1670;-4,9085;-2,8591;8,385
1,827407;-5,8971;-4,1262;-1,1063;7,282
1,850182;-7,1083;0,2995;-0,8360;7,164
1,850580;-8,5106;6,6000;0,0076;10,770
1,877456;-13,6794;16,7022;0,2192;21,590
1,878530;-13,1505;16,5275;2,7205;21,295
1,879219;-20,2577;15,1963;2,9025;25,490
1,902466;-17,8969;9,5330;2,9672;20,493
1,903721;-12,8242;4,3679;2,2255;13,729
1,933415;-8,6784;0,3799;2,2492;8,973
1,934672;-5,4275;-2,4325;1,4149;6,114
1,935349;-2,5666;-4,4724;1,3683;5,335
1,952091;-0,3597;-5,4365;1,2757;5,596
1,953603;1,6267;-5,2600;1,4402;5,691
1,976923;2,9675;-4,1466;1,3421;5,273
1,978321;3,8357;-2,5592;1,2078;4,767
1,978843;3,9846;-0,8550;1,0565;4,210
2,002143;3,4691;0,2192;0,6215;3,531
2,003581;2,8913;1,2983;0,5328;3,214
2,031241;1,5397;1,7231;0,3270;2,334
2,032234;1,1641;1,5274;0,2392;1,935
2,032933;0,8649;1,1391;0,1676;1,440
2,050506;0,6058;0,8282;0,1025;1,031
2,051722;0,5395;0,4798;0,2300;0,758
2,077045;0,3696;0,1228;0,1544;0,419
2,078404;0,2471;-0,0287;0,1505;0,291
2,078988;0,2304;-0,0834;1,7791;1,796
2,102428;0,1907;-0,2489;1,7545;1,782
2,103885;0,1287;-0,2161;3,1949;3,205
2,131376;-0,0402;-0,4085;3,1802;3,207
2,132092;-0,1701;-0,4461;3,1700;3,206
2,132682;-0,4910;-0,7517;3,1730;3,298
2,150483;-1,1545;-1,2842;2,9052;3,380
2,151688;-1,4870;-1,2696;1,1243;2,255
2,177647;-1,6961;-1,0526;1,0568;2,259
2,179107;-1,7329;-0,4464;-0,8496;1,981
2,179702;-1,2315;0,0491;-0,9309;1,544
2,201196;-0,5383;0,2020;-1,0157;1,167
2,202706;0,0804;0,2418;-0,4086;0,482
2,230013;0,2732;0,0133;-0,4893;0,561
2,231334;0,2276;-0,2549;0,5040;0,609
2,232259;0,0643;-0,7146;0,4269;0,835
2,251241;-0,2283;-0,9868;1,0414;1,453
2,252455;-0,3808;-1,2626;0,9671;1,635
2,277434;-0,4614;-1,2699;0,8887;1,617
2,278786;-0,3817;-1,1201;0,8081;1,433
2,279349;-0,1444;-1,0439;1,1095;1,530
2,301893;0,0895;-0,9682;1,0291;1,416
2,303315;0,1602;-1,0155;0,9676;1,412
2,327641;0,1501;-1,0758;0,9473;1,441
2,328615;-0,0162;-1,1271;0,8931;1,438
2,329426;-0,2985;-1,2928;0,8762;1,590
2,351709;-0,5799;-1,3425;0,8200;1,677
2,352900;-0,5576;-1,5781;0,8595;1,882
2,378046;-0,4937;-1,6942;0,7768;1,928
2,379347;-0,3037;-1,7285;1,1164;2,080
2,380075;-0,2598;-1,9121;1,0345;2,189
2,401616;-0,0264;-1,7876;0,5281;1,864
2,402941;0,3183;-1,7777;0,7482;1,955
2,427954;0,5055;-1,5764;0,6608;1,782
2,428901;0,8349;-1,7212;0,5683;1,996
2,429857;1,2280;-1,5978;0,4656;2,068
2,451853;1,5081;-1,7016;0,6687;2,370
2,453149;1,9096;-1,4538;2,5520;3,503
2,478348;2,0839;-1,3924;2,4391;3,497
2,479691;1,5326;-1,1530;3,7395;4,203
2,480429;0,6670;-0,8013;3,6611;3,807
2,501999;-0,1282;-0,4104;3,6156;3,641
2,503167;-1,0017;-0,2950;3,5467;3,697
2,528423;-1,8019;0,2420;3,4759;3,923
2,529453;-1,8107;0,2941;3,3713;3,838
2,530185;-0,4661;1,2648;1,6885;2,161
2,551700;0,5619;0,8153;1,5060;1,802
2,552758;1,4642;-0,7515;0,9512;1,901
2,578511;2,4377;-2,7823;0,7901;3,783
2,579792;2,9429;-3,9774;-0,0109;4,948
2,580491;3,2477;-2,3082;-0,1481;3,987
2,602023;2,4323;3,1433;-0,2720;3,984
2,603508;0,8906;8,3544;-2,4833;8,761
2,629023;-0,4726;12,1044;-2,5631;12,382
2,630107;-3,4733;9,8611;-2,9196;10,855
2,630822;-6,4408;5,3582;-2,9515;8,883
2,652191;-6,5218;1,5989;-4,5945;8,136
2,653672;-4,6042;-1,3989;-6,5343;8,115
2,678269;-0,5853;-2,7550;-6,5162;7,099
2,679561;0,1943;-1,5283;-6,4477;6,629
2,680195;0,5585;-0,9594;-6,2718;6,369
2,701770;0,6636;-0,0198;-6,0816;6,118
2,703085;0,4543;1,3373;-5,9604;6,125
2,729209;0,4769;3,1410;-5,7094;6,534
2,730303;0,5348;4,9440;-5,6024;7,491
2,731046;0,6457;6,4107;-5,1570;8,253
2,752144;0,8621;7,5102;-6,7196;10,114
2,753457;1,4130;8,2499;-6,2442;10,443
2,779996;2,8861;7,3186;-11,6627;14,068
2,781931;2,8523;7,1818;-11,1998;13,607
2,782816;3,5085;5,4880;-12,0833;13,727
2,803902;4,0543;1,5887;-11,6462;12,434
2,805675;3,8970;-0,0698;-11,2126;11,871
2,829553;3,7774;-1,7840;-10,7511;11,534
2,830934;3,9045;-3,6330;-4,9015;7,244
2,831729;4,0723;-4,5510;-2,6612;6,662
2,850027;4,6917;-4,9266;-2,2942;7,180
2,850620;5,2988;-4,9816;2,6473;7,740
