time;ax (m/s^2);ay (m/s^2);az (m/s^2);aT (m/s^2)
1,090924;0,0009;0,0329;-3,0961;3,096
1,091117;0,0242;0,0127;-2,4624;2,463
1,091240;-0,2218;-0,6197;-2,4694;2,556
1,115651;-0,2385;-0,6385;0,0452;0,683
1,115815;-0,1800;-0,5412;0,2859;0,638
1,141060;0,1384;-0,3986;0,2826;0,508
1,141235;0,1430;-0,4012;0,2923;0,517
1,141326;-0,0460;-0,5546;0,2878;0,627
1,165959;-0,1262;-1,0513;0,5962;1,215
1,166242;-0,5576;-1,5395;1,0010;1,919
1,190743;-0,3027;-1,1414;0,9985;1,546
1,190876;-0,3498;-1,0120;1,0496;1,499
1,190961;-0,2417;-0,7615;1,0249;1,300
1,216182;-0,2894;-0,7361;1,1313;1,380
1,216341;-0,3393;-0,6307;1,1105;1,321
1,243726;-0,3840;-0,4071;1,0663;1,204
1,244364;-0,1945;-0,2186;1,0143;1,056
1,244728;-0,3058;-0,1012;0,9397;0,993
1,267628;-0,1463;0,1694;0,7929;0,824
1,268429;-0,3289;-0,0217;0,7257;0,797
1,293522;-0,3558;-0,1357;0,6460;0,750
1,294466;-0,5696;-0,3289;0,5643;0,867
1,295167;-0,7835;-0,4801;0,4796;1,036
1,317487;-0,8040;-0,4407;0,4255;1,011
1,318326;-0,7030;-0,2570;0,3994;0,848
1,343840;-0,5196;0,1488;0,3234;0,630
1,344820;-0,4906;0,1670;0,2212;0,563
1,345452;-0,6171;0,2157;0,1689;0,675
1,368715;-0,8156;0,1045;0,0951;0,828
1,369747;-1,0052;0,1386;0,0360;1,015
1,393874;-0,9692;0,6273;-0,0016;1,154
1,394767;-1,0857;1,1478;-0,2294;1,596
1,395363;-1,2068;1,6226;-0,2434;2,037
1,418698;-0,4477;0,9862;-0,5397;1,210
1,419130;-0,5718;1,1957;-0,5526;1,436
1,443740;-0,7350;1,0588;-0,9630;1,609
1,444417;-0,0543;1,6853;-0,9702;1,945
1,444919;-0,5159;2,3390;-3,4023;4,161
1,469180;-2,8786;2,2052;-3,3944;4,967
1,470573;-4,2377;1,4417;-7,0123;8,319
1,493789;-5,4814;0,8669;-6,9856;8,922
1,494751;-6,5346;-0,2474;-6,9512;9,544
1,495388;-5,9838;-1,2900;-1,6916;6,351
1,518890;-5,3211;-2,1400;-1,6367;5,964
