time;ax (m/s^2);ay (m/s^2);az (m/s^2);aT (m/s^2)
4,202653;-0,0696;0,4616;-0,2177;0,515
4,202831;-0,1162;0,2991;-0,4297;0,536
4,202940;0,0304;0,0601;-0,4036;0,409
4,227396;0,0663;-0,1028;-0,1544;0,197
4,227536;-0,0482;-0,2653;-0,0591;0,276
4,252291;-0,0083;-0,3506;-0,0374;0,353
4,252471;-0,0085;-0,3590;0,0673;0,365
4,252573;0,1799;-0,3250;0,0800;0,380
4,277580;0,3279;-0,2128;0,1136;0,407
4,277783;0,3609;-0,2908;0,1196;0,479
4,303952;0,4692;-0,2138;0,0851;0,523
4,304190;0,4631;-0,9017;0,0838;1,017
4,304282;0,1121;-0,4017;0,1812;0,455
4,329796;0,5669;-0,6669;0,1758;0,893
4,330596;0,4090;-1,1210;0,2650;1,222
4,355946;0,1667;-0,7687;0,2512;0,826
4,356881;0,2657;-0,9132;0,3627;1,018
4,357423;-0,3646;-1,3636;0,4547;1,483
4,379339;-0,4208;-1,2767;0,4369;1,413
4,380341;-0,4041;-0,8415;0,4412;1,033
4,406415;-0,6201;-0,9793;0,4142;1,231
4,407341;-0,7209;-0,9609;0,2845;1,234
4,408122;-0,9351;-0,8648;0,2477;1,298
4,429602;-1,2602;-0,9582;0,2267;1,599
4,430443;-1,1768;-0,4797;0,2369;1,293
4,454931;-1,0846;0,1121;0,1888;1,107
4,455625;-0,9125;0,0899;0,0323;0,917
4,456275;-0,6549;-0,1251;-0,0143;0,667
4,479603;-0,8899;0,0030;-0,0965;0,895
4,480668;-0,9684;0,0909;-0,1595;0,986
4,506415;-1,3031;0,1002;-0,2000;1,322
4,507379;-1,2407;0,1063;-0,2980;1,280
4,508117;-1,4787;0,0701;-0,3281;1,516
4,530450;-1,6308;-0,3162;-1,1975;2,048
4,531485;-1,6261;-0,1317;-1,2095;2,031
4,555453;-1,6165;-0,0653;-0,3263;1,650
4,556689;-1,4505;-0,1177;-0,3221;1,490
4,557296;-1,2002;0,2114;-0,3555;1,270
4,580664;-0,6332;0,6903;-0,3404;0,997
4,582030;-0,5905;0,9785;-0,6636;1,322
4,606602;-0,8615;0,7304;-0,6386;1,297
4,607850;-0,9277;0,6345;-0,6121;1,280
4,608482;-1,0327;0,3096;-0,0105;1,078
4,630090;-1,1747;0,2919;0,0166;1,211
4,631012;-1,0068;0,5041;0,0455;1,127
4,655227;-0,8049;0,4855;0,0793;0,943
4,656595;-0,1886;0,5833;-0,0406;0,614
4,657150;0,0416;0,2245;-0,0123;0,229
4,680433;0,1853;0,0994;-0,1828;0,279
4,681823;0,2104;0,0901;-0,2233;0,320
4,705994;-0,0817;0,4257;-0,2020;0,478
4,707323;-0,4585;0,1103;0,0863;0,479
4,708170;-0,3836;0,5240;0,1055;0,658
4,730076;-0,5426;1,2073;0,0535;1,325
4,731016;-0,7665;1,7385;-0,4034;1,942
4,755502;-0,7948;2,1939;-0,3905;2,366
4,756732;-0,6074;2,8414;-0,6209;2,971
4,757294;-0,3115;2,9525;-0,6097;3,031
4,780149;0,0923;3,1006;-0,5952;3,159
4,781665;0,4126;0,9096;-0,5754;1,153
4,805794;0,0304;0,0963;-0,5531;0,562
4,807122;-0,0507;-0,0672;-0,5274;0,534
4,807988;-0,0123;0,4572;-0,0755;0,464
4,836344;0,1053;1,0561;-0,0391;1,062
4,837750;-0,0437;1,7691;0,0002;1,770
4,856483;-0,1479;2,5979;0,0382;2,602
4,857641;-0,8572;2,4652;-0,1802;2,616
4,858149;0,9577;1,1052;-1,4285;2,044
4,879982;-0,1845;1,7734;-1,3681;2,247
4,881262;-0,6485;1,9411;-1,3006;2,425
4,907074;-0,6191;2,8366;-1,2316;3,154
4,908374;-0,6291;2,8135;-0,3973;2,910
4,909000;1,3512;2,5616;-0,3307;2,915
4,934634;2,8727;1,9284;-0,2681;3,470
4,935608;3,0170;1,3732;-0,3996;3,339
4,954009;2,5598;0,7012;-0,3305;2,675
4,954581;2,5249;0,1461;-0,6496;2,611
4,954841;2,3644;-0,4069;-0,5925;2,471
4,980162;1,8842;-0,9991;-0,6853;2,240
4,981403;1,1724;-1,8613;-0,5050;2,257
5,006255;-0,2339;-3,0327;-0,4261;3,071
5,007819;-3,3285;-3,1651;-0,3615;4,607
5,008456;-2,8053;-2,4146;-0,3001;3,713
5,033795;-0,8895;-1,9673;-0,2497;2,173
5,034983;3,0545;-2,1671;-0,2130;3,751
5,055528;4,6541;-2,2095;-0,1139;5,153
5,056714;6,7214;-2,2861;-0,1014;7,100
5,057319;14,9962;-3,1257;-0,1659;15,319
5,080094;17,0433;-3,6168;-0,1535;17,424
5,081361;10,2714;-4,0259;-0,0704;11,032
5,107553;5,1383;-4,1199;-0,0818;6,587
5,109114;2,8536;-3,6705;-0,4003;4,666
5,109846;1,9300;-2,6707;-0,1452;3,298
5,133504;1,7593;-1,6580;-0,1682;2,423
5,134635;2,7970;-1,0211;-0,4702;3,014
5,157213;5,8225;-0,8600;-0,5174;5,908
5,158566;5,4724;-0,7543;-0,3625;5,536
5,159203;4,1228;-0,2383;-0,3915;4,148
5,179333;2,4470;0,1375;-0,3967;2,483
5,180247;1,3371;0,3952;-0,3905;1,448
5,205922;0,8126;0,2616;-0,3579;0,926
5,207240;0,3424;-0,1007;-2,1077;2,138
5,208093;0,9024;-1,1445;-2,0605;2,524
5,232261;2,8330;-2,1994;-2,0156;4,114
5,233385;2,5146;-1,9165;-0,9708;3,307
5,253810;0,7491;-1,2539;-0,9129;1,722
5,254421;0,3440;-0,8301;-0,8569;1,242
5,254682;0,4415;-0,4322;-0,8054;1,015
5,278942;0,0160;-0,0873;-0,8802;0,885
5,279296;-0,7806;0,5938;-0,7959;1,263
5,306181;-2,4728;2,0269;-1,0649;3,370
5,307401;-3,4091;2,3690;-0,9967;4,269
5,308197;-4,4059;2,7373;-0,9258;5,269
5,329556;-5,7199;2,8664;-0,8575;6,455
5,330690;-6,4504;2,4920;0,2107;6,918
5,355983;-6,4518;1,2384;0,2785;6,575
5,357149;-6,5481;0,1931;1,2523;6,670
5,357739;-5,8237;-0,7073;1,2970;6,008
5,381337;-3,8224;-0,9879;1,3350;4,168
5,382730;-1,6524;-0,8534;0,7189;1,994
5,406491;0,5620;-0,1048;0,7458;0,940
5,408225;2,8285;0,6390;-0,2973;2,915
5,408931;4,5844;1,1803;-0,7970;4,801
5,430727;5,2378;1,6874;-0,7820;5,558
5,431653;4,1437;0,8519;-0,8045;4,306
5,456539;2,1325;0,4809;-0,7847;2,323
5,458270;-0,6008;-0,0231;-2,9861;3,046
5,458983;-3,0885;-0,5890;-2,9733;4,327
5,480821;-7,9692;-0,6840;-2,9688;8,532
5,482213;-1,7550;-1,8813;0,4007;2,604
5,508085;4,3244;-2,2888;0,3985;4,909
5,508860;-0,2852;-1,1120;1,2131;1,670
5,509278;-2,2968;-0,8006;1,2330;2,727
5,527730;-2,3829;-0,4644;1,2591;2,735
5,527946;-1,3625;-0,3555;1,2866;1,907
5,553468;1,1752;0,1896;2,2310;2,529
5,553921;1,7544;1,4275;2,2448;3,187
5,554319;2,5135;2,5208;2,2237;4,197
5,578041;3,4247;2,9279;2,1810;5,006
5,578781;4,3281;3,1901;0,7978;5,436
5,602127;4,8469;3,4546;0,7136;5,995
5,602255;4,6036;3,3353;-0,1351;5,686
5,602347;3,6688;2,9279;-0,2119;4,699
5,628289;2,6431;2,2977;-0,2779;3,513
5,628628;-0,1699;1,2785;-0,1042;1,294
5,657245;-2,4846;1,0277;-0,1598;2,693
5,658103;-1,4582;1,8674;0,8860;2,530
5,658550;3,6452;2,8319;0,8272;4,690
5,679599;9,4101;4,1533;0,7778;10,315
5,680533;15,0756;5,3716;1,6455;16,088
