time;ax (m/s^2);ay (m/s^2);az (m/s^2);aT (m/s^2)
0,582027;-0,6349;0,0007;0,0511;0,637
0,583065;-0,2922;0,0768;0,0675;0,310
0,607236;0,1673;0,0745;0,0668;0,195
0,608441;0,3971;-0,0027;-0,0342;0,399
0,609031;0,5886;-0,1943;-0,0578;0,623
0,632262;0,5489;-0,2332;-0,0577;0,599
0,633340;0,2774;-0,1956;-0,0720;0,347
0,657442;-0,0694;-0,0423;-0,0716;0,108
0,658631;-0,0696;-0,0419;-0,0595;0,101
0,659632;-0,3344;0,1120;-0,0600;0,358
0,682015;-0,2131;0,1122;0,0418;0,244
0,682823;-0,0505;0,1103;0,0487;0,131
0,707099;0,0324;-0,0074;0,0465;0,057
0,708168;0,1138;-0,0836;-0,0314;0,145
0,708810;0,1941;-0,0443;-0,0318;0,202
0,732293;0,1546;-0,0808;0,0092;0,175
0,733662;0,1107;0,0345;0,0117;0,117
0,757235;-0,0500;-0,0015;0,0139;0,052
0,758274;-0,0921;-0,0373;0,0332;0,105
0,758849;-0,0525;0,0015;0,0331;0,062
0,782268;-0,0479;-0,0752;0,0300;0,094
0,783542;-0,0026;-0,0369;0,0285;0,047
0,807462;0,1567;-0,1126;0,0047;0,193
0,808634;0,0837;0,0406;0,0039;0,093
0,809324;0,1195;0,0013;0,0333;0,124
0,831879;0,0369;-0,0372;0,0345;0,063
0,832706;-0,0869;0,0432;0,0366;0,104
0,857575;-0,0544;0,0477;0,0392;0,082
0,858859;0,0181;0,0100;0,0026;0,021
0,859704;0,0151;0,0089;0,0371;0,041
0,882374;-0,0578;-0,0303;0,0360;0,075
0,883446;-0,0862;0,0075;-0,0444;0,097
0,907363;0,0374;-0,0308;-0,0462;0,067
0,908322;0,0412;-0,0322;0,0317;0,061
0,908848;0,0008;0,0060;0,0321;0,033
0,932566;-0,0409;0,0061;0,0151;0,044
0,933956;0,0699;0,0438;0,0391;0,091
0,957281;-0,0108;-0,0728;0,0395;0,084
0,958530;0,0259;-0,0739;0,0363;0,086
0,959443;-0,0117;0,0408;0,0360;0,056
0,982296;-0,0091;-0,0747;-0,0271;0,080
0,983439;0,0317;-0,0765;0,0025;0,083
1,006568;-0,0425;-0,0380;0,0021;0,057
1,007283;0,0365;0,0012;-0,0300;0,047
1,007558;-0,0377;0,0421;-0,0297;0,064
1,032324;-0,0373;0,0061;-0,0213;0,043
1,033505;-0,0777;0,0459;-0,0204;0,093
1,057266;0,0363;-0,0297;-0,0362;0,059
1,058207;-0,0017;-0,0291;-0,0361;0,046
1,058594;0,0373;0,0113;-0,0359;0,053
1,088741;0,1145;0,0895;-0,0355;0,150
1,089992;0,0392;-0,0226;-0,0023;0,045
1,107625;0,0022;0,0575;-0,0015;0,058
1,108943;-0,0368;0,0591;0,0192;0,072
1,109640;0,0008;0,0218;0,0417;0,047
1,132915;-0,0381;0,0227;0,0421;0,061
1,133976;-0,0381;0,1379;0,0497;0,151
1,157670;-0,0003;0,0595;0,0492;0,077
1,159348;-0,0386;0,0195;-0,0277;0,051
1,160020;-0,0763;0,0179;-0,0284;0,083
1,186574;-0,0370;-0,0218;-0,0048;0,043
1,188127;0,0400;-0,0228;0,0130;0,048
1,207243;0,0015;-0,1004;0,0127;0,101
1,208811;-0,0369;0,0134;0,0063;0,040
1,209569;0,0793;-0,0658;0,0052;0,103
1,232088;0,0425;-0,1057;-0,0537;0,126
1,233737;0,0823;-0,0696;-0,0583;0,123
1,257378;0,0837;-0,1107;-0,0595;0,151
1,258763;0,0847;0,0032;0,0316;0,090
1,259348;0,0850;0,0026;0,0314;0,091
1,285658;0,0464;-0,0356;0,0310;0,066
1,287373;0,1203;-0,0720;0,0322;0,144
1,307041;-0,0351;0,0450;-0,0521;0,077
1,308496;-0,0379;0,0469;-0,0509;0,079
1,309106;-0,0796;0,0105;-0,0483;0,094
1,332531;-0,0449;0,0511;-0,0469;0,083
1,333981;-0,0100;0,0923;-0,0398;0,101
1,357398;-0,0117;0,1318;-0,0391;0,138
1,358814;0,0242;0,0176;-0,0138;0,033
1,359434;-0,0184;0,0949;-0,0085;0,097
1,385462;-0,0209;0,0574;-0,0077;0,062
1,386729;-0,0226;-0,0568;0,0312;0,069
1,407121;-0,0242;-0,0182;0,0316;0,044
1,408166;-0,1017;0,0205;0,0002;0,104
1,408537;-0,1020;-0,0940;0,0004;0,139
1,432594;0,0133;0,0208;-0,0005;0,025
1,434168;-0,0996;-0,0959;-0,0242;0,140
1,457269;-0,0203;0,0171;-0,0254;0,037
1,458926;0,0202;-0,0232;-0,0254;0,040
1,459847;-0,0926;0,0898;-0,0265;0,132
1,484305;-0,1669;0,0875;0,0142;0,189
1,485851;-0,0109;0,0081;-0,0211;0,025
1,507290;-0,0094;0,0071;-0,0218;0,025
1,508581;-0,0454;0,0449;0,0400;0,075
1,509316;-0,0808;-0,0705;0,0393;0,114
1,532279;-0,0031;-0,0322;-0,0234;0,040
1,533935;-0,1159;0,0440;-0,0240;0,126
1,557300;-0,1497;0,0441;0,0021;0,156
