time;ax (m/s^2);ay (m/s^2);az (m/s^2);aT (m/s^2)
1,592091;-0,0467;0,5012;-0,8677;1,003
1,593403;0,0667;0,4511;0,0752;0,462
1,594006;-0,0437;0,2380;0,0995;0,262
1,615002;-0,1902;0,0990;0,8884;0,914
1,615436;-0,4495;0,0343;-0,0081;0,451
1,643726;-0,5549;-0,1076;0,0129;0,565
1,644634;-0,8129;-0,0967;-0,8491;1,179
1,645535;-0,6849;0,0641;-0,8303;1,078
1,666122;-0,8233;-0,0066;0,6750;1,065
1,667098;-0,6950;-0,0738;0,8032;1,065
1,692419;-0,4924;-0,2103;0,8123;0,973
1,693446;-0,4822;-0,2268;0,9197;1,063
1,694074;-0,3515;-0,1694;0,9116;0,992
1,715671;-0,4118;-0,1466;0,9434;1,040
1,716560;-0,4249;-0,1939;0,8913;1,006
1,745152;-0,4742;-0,3141;0,9952;1,146
1,746055;-0,5626;-0,3926;0,9298;1,156
1,746640;-0,9209;-0,5413;0,9833;1,452
1,767288;-1,0126;-0,8016;0,9128;1,581
1,768472;-1,0667;-1,0599;1,1828;1,913
1,793346;-1,2345;-1,1637;1,1095;2,027
1,794327;-1,2470;-1,5357;1,2062;2,317
1,795203;-1,2972;-2,3654;0,6301;2,770
1,816335;-0,1214;-4,1087;0,5447;4,146
1,817190;-1,6265;-2,9368;0,4636;3,389
1,844891;-1,7555;-2,0249;0,3708;2,705
1,845716;-0,5050;-1,3383;0,0437;1,431
1,846173;2,8804;-2,0579;-0,0451;3,540
1,866912;2,5054;-0,8544;-0,1297;2,650
1,867865;0,0538;0,6528;-1,0364;1,226
1,897169;-1,8628;0,0528;-1,0960;2,162
1,898258;-1,8617;0,1021;-3,7993;4,232
1,898883;-2,8904;0,4900;-3,8588;4,846
1,916075;-3,2311;0,8359;-4,6381;5,714
1,917040;-3,9166;2,1383;-5,3768;6,987
1,943255;-5,1673;1,4006;-5,4305;7,626
1,943828;-5,9132;-0,3556;-8,5354;10,390
1,944137;-6,6315;-2,0147;-8,5387;10,997
1,966852;-7,9340;-3,8690;-8,4153;12,196
1,967787;-8,6897;-3,8516;-6,8378;11,709
1,994796;-9,2089;-2,4971;-6,6284;11,618
1,995981;-9,2530;1,1157;-4,8064;10,486
1,996792;-10,8438;6,2396;-4,5075;13,298
2,017757;-12,5529;11,8639;-3,8438;17,695
2,018748;-13,8005;16,3907;-1,1981;21,460
2,043576;-15,1865;20,9391;-0,8171;25,879
2,044639;-16,4767;22,3160;0,2236;27,741
2,045503;-18,8782;22,0820;1,0163;29,070
2,065968;-20,2846;17,9915;1,5415;27,158
2,066560;-16,3523;12,3609;5,8616;21,320
2,093121;-9,1165;2,9036;6,3980;11,510
2,093962;-6,1094;-0,7602;6,7678;9,149
2,094562;-3,5819;-3,2903;6,8540;8,404
2,118095;-1,5181;-5,0346;2,5478;5,843
2,119119;0,0611;-5,9224;0,6524;5,959
2,142029;1,1846;-6,2901;0,4692;6,418
2,142717;1,9900;-6,6928;0,2912;6,988
2,143371;2,2541;-6,5710;0,1074;6,948
2,167847;2,9735;-6,1430;0,2860;6,831
2,169374;3,8832;-5,1815;2,8816;7,087
2,194070;4,3314;-3,6265;2,7130;6,267
2,195460;4,3851;-2,0975;5,4419;7,297
2,195937;4,1049;-0,5100;5,2395;6,676
2,217812;3,9362;1,0344;4,9956;6,444
2,218751;4,2506;4,1914;4,7390;7,622
2,243316;4,3689;4,8266;1,9255;6,789
2,244496;4,6115;4,8015;1,6019;6,847
2,245188;5,0168;4,1470;0,0590;6,509
2,268470;5,0750;2,8346;-0,1599;5,815
2,270029;5,2608;1,6672;-0,3638;5,531
2,294511;5,3778;0,6877;-0,5530;5,450
2,295825;5,1095;-0,2664;0,2978;5,125
2,296611;4,8780;-0,8889;0,4860;4,982
2,317052;4,4346;-1,3595;0,3212;4,649
2,317894;3,9254;-1,5290;0,8218;4,292
2,342644;3,5332;-1,8175;0,8153;4,056
2,344009;3,1990;-1,7955;0,5951;3,716
2,344864;3,2926;-2,0057;0,6266;3,906
2,367518;3,2440;-2,1026;0,6805;3,925
2,369001;2,8249;-1,6496;0,7173;3,349
2,393126;2,7731;-1,0737;0,7425;3,065
2,394435;2,7634;-0,3405;0,8259;2,904
2,395085;2,9674;0,1687;0,8156;3,082
2,423087;2,9417;0,4623;2,1981;3,701
2,424398;2,4704;0,6655;2,4399;3,535
2,444368;2,0937;0,9710;2,3472;3,292
