time;ax (m/s^2);ay (m/s^2);az (m/s^2);aT (m/s^2)
0,956812;0,0634;-0,1431;-0,4106;0,439
0,958994;0,1889;-0,1088;-0,3044;0,374
0,982300;0,2705;-0,2601;-0,3127;0,489
0,984607;0,1162;-0,3684;-0,3289;0,507
0,986941;-0,2376;-0,4384;-0,3257;0,596
1,006617;-0,3248;-0,5081;-0,0516;0,605
1,008917;-0,2961;-0,5800;0,1225;0,663
1,032261;-0,2285;-0,6143;0,1289;0,668
1,034556;-0,2016;-0,5706;0,2118;0,641
1,036322;0,0880;-0,2927;0,2209;0,377
1,056778;0,2972;-0,2785;0,1716;0,442
1,058901;0,3507;-0,2256;0,1829;0,455
1,086523;0,4063;-0,3610;0,0956;0,552
1,088745;0,3866;-0,3418;0,0975;0,525
1,090494;0,6732;-0,3592;-0,0373;0,764
1,106842;0,6144;-0,4150;-0,0361;0,742
1,108769;0,4752;-0,3902;-0,1496;0,633
1,131580;0,3373;-0,2894;-0,1488;0,469
1,133659;0,1619;-0,0730;-0,1742;0,249
1,134882;0,2214;0,1839;-0,1743;0,336
1,156523;0,2798;0,4789;-0,1821;0,584
1,158962;0,1840;0,6189;-0,2685;0,699
1,181639;0,1279;0,7926;-0,2691;0,847
1,183724;0,1845;1,0030;-0,4856;1,130
1,185273;0,2431;0,8265;-0,4792;0,986
1,206381;0,1890;0,4538;-0,3607;0,610
1,207928;0,0981;0,2311;-0,3938;0,467
1,232241;0,0435;0,0804;-0,3754;0,386
1,234448;0,0641;0,3090;-0,3000;0,435
1,236050;0,1643;0,6074;-0,2709;0,685
1,256342;0,3045;0,8615;-0,4374;1,013
1,258142;0,2603;0,6833;-0,5549;0,918
1,281276;0,3374;0,4983;-0,5177;0,794
1,283368;0,3410;0,2338;-0,5641;0,699
1,284717;0,2295;-0,0312;-0,5257;0,574
1,306199;0,1945;-0,2200;-0,4171;0,510
1,307740;0,0812;-0,4031;-0,3817;0,561
1,329730;0,0770;-0,4627;-0,2249;0,520
1,331601;0,0724;-0,4797;-0,1964;0,523
1,332946;0,1083;-0,6020;-0,0945;0,619
1,356328;0,2533;-1,1095;-0,0702;1,140
1,358405;0,2051;-0,9625;0,0369;0,985
1,384190;0,2291;-0,4639;0,0571;0,521
1,386288;0,0981;0,1912;0,0811;0,230
1,387947;0,1566;0,5072;0,0142;0,531
1,406626;0,0600;0,4436;0,0268;0,448
1,408404;0,0396;0,5004;-0,0279;0,503
1,430760;0,1315;0,7928;-0,0250;0,804
1,432482;0,3376;1,3548;-0,3608;1,442
1,434632;0,4301;1,6872;-0,3607;1,778
1,455887;0,5644;1,7852;-0,8519;2,057
1,457897;0,7115;1,4427;-1,7873;2,405
1,480668;0,6737;-0,2131;-1,7767;1,912
1,482907;0,4866;-0,7233;-1,7873;1,989
1,484248;0,3780;-0,7378;-1,7779;1,962
1,505882;0,2993;-0,7182;-0,7803;1,102
1,507895;0,1813;-0,7016;-0,3245;0,794
1,531355;0,2951;-0,6126;-0,2874;0,738
1,534042;0,3730;-0,5650;-0,1726;0,699
1,535700;0,4826;-0,5078;-0,1368;0,714
1,556038;0,5779;-0,2749;-0,0709;0,644
1,558834;0,7089;-0,2313;-0,0421;0,747
1,580494;0,6076;-0,1861;-0,0110;0,636
1,582414;0,5825;-0,1403;0,0203;0,600
1,583602;0,4020;-0,1327;-0,2892;0,513
1,605919;0,0637;-0,5405;-0,2544;0,601
1,608688;0,0193;-0,6966;-0,3822;0,795
1,630770;-0,1826;-0,6908;-0,3611;0,801
1,633335;-0,4202;-0,5712;-0,3417;0,787
1,635179;-0,4273;-0,4132;-0,3224;0,676
1,657371;-0,4607;-0,4487;-0,2446;0,688
1,659718;-0,4535;-0,4849;-0,2077;0,696
1,680601;-0,5226;-0,7511;-0,2087;0,939
1,682857;-0,3607;-0,8265;-0,2102;0,926
1,684340;-0,4233;-0,9472;-0,2112;1,059
1,705885;-0,6985;-0,7875;0,0226;1,053
1,708306;-0,5893;-0,5513;0,1393;0,819
1,731188;-0,3637;0,1817;0,1399;0,430
1,733853;-0,1758;0,5694;0,1401;0,612
1,735586;0,4358;0,8804;0,1362;0,992
1,756316;0,4746;1,1138;-0,2144;1,230
1,758939;0,4778;1,1887;-1,2522;1,791
1,781109;0,1385;1,0290;-1,2533;1,627
1,783450;-0,2791;0,8696;-1,4816;1,740
1,785432;-0,3106;0,7801;-1,4762;1,698
1,805907;-0,4104;0,5983;-1,1839;1,389
1,808624;-0,5002;0,7858;-1,1702;1,496
1,831257;-0,2045;0,8947;-0,9839;1,345
1,834065;0,8920;0,6157;-0,9566;1,446
1,835740;0,8691;0,6290;-1,4069;1,769
1,856026;-0,3050;0,7580;-1,3362;1,566
1,859057;-3,0897;1,1149;-1,2947;3,531
1,880784;-3,9970;1,0505;-1,2129;4,307
1,883237;-4,7089;0,7139;-3,0969;5,681
1,885178;-4,2722;0,9105;-3,0023;5,300
1,906098;-3,0266;1,4098;-2,7527;4,327
1,907523;-2,3547;1,9095;-2,6542;4,029
1,931094;-3,4804;2,9836;-2,5565;5,249
1,933840;-5,7087;4,0934;-2,4748;7,448
1,935761;-6,9816;5,5961;-2,4051;9,265
1,955874;-6,9889;7,4562;-2,0730;10,428
1,958838;-6,9613;8,2831;-2,0565;11,014
1,980994;-5,1337;7,3971;-1,8795;9,198
1,983875;-4,9451;7,1739;-1,7061;8,879
1,986065;-3,3199;4,9745;-1,5622;6,181
2,006158;-2,9591;3,4589;-1,8139;4,900
2,009103;-3,0926;2,4781;-1,6414;4,289
2,031161;-3,0924;2,0142;-1,4703;3,973
2,034514;-2,8913;1,6513;-1,3008;3,575
2,036317;-2,8599;1,5761;-1,1450;3,460
2,056275;-2,6647;1,7926;-0,6484;3,276
2,059531;-2,4583;1,5728;-0,5021;2,961
2,080865;-2,3372;1,0370;-1,4681;2,948
2,083280;-2,9161;0,9304;-1,3213;3,334
2,084963;-3,0690;0,7018;-0,5892;3,203
2,105426;-2,6127;0,6873;-0,5162;2,750
2,107593;-2,4035;0,9131;-1,2021;2,838
2,130979;-1,6664;2,1094;-1,1687;2,931
2,133709;-2,2105;2,9282;-1,2142;3,865
2,135485;-4,4130;2,9078;-1,1766;5,414
2,156333;-3,8075;1,4325;-1,1413;4,225
2,159166;-1,3565;-0,3480;-0,6631;1,549
2,180840;2,7397;-1,9342;-0,6001;3,407
2,183419;4,9911;-2,5595;2,3748;6,091
2,185433;4,8101;-2,7597;2,4389;6,058
2,205841;5,1900;-2,9955;2,5035;6,494
2,208535;6,2828;-2,8459;2,4538;7,321
2,231588;4,0790;-1,1244;2,5119;4,921
2,235215;4,1624;-1,1259;0,4786;4,338
2,237090;1,1112;-0,0156;0,4927;1,216
2,255977;-0,1257;0,2919;-0,7007;0,769
2,258800;0,0165;0,2550;-0,6621;0,710
2,281015;1,5265;-0,0114;-0,6229;1,649
2,283155;4,0636;-0,3530;-0,2767;4,088
2,285109;6,3361;-0,6515;-0,2459;6,374
2,305871;7,5579;-0,9791;2,5671;8,042
2,308209;6,4046;-1,0679;2,5230;6,966
2,331034;3,8080;-0,4930;2,4397;4,549
2,333449;1,5949;0,0172;2,3228;2,818
2,334864;-0,2574;0,1545;1,3162;1,350
2,356020;-1,6648;0,1832;1,2286;2,077
2,358331;-1,9687;0,0118;0,8448;2,142
2,380990;-0,1348;0,8227;0,7739;1,138
2,383200;0,5267;1,1724;-0,1584;1,295
2,384835;0,9401;1,0199;-0,1982;1,401
2,405981;0,8349;0,7491;-0,2528;1,150
2,408309;0,6409;0,4466;2,5456;2,663
2,431298;0,4736;0,3043;2,4579;2,522
2,434412;0,7892;0,2720;3,7735;3,865
2,436179;1,3017;0,0963;3,6662;3,892
2,455862;1,9103;0,0548;3,5418;4,025
2,458622;2,2310;-0,2634;2,0756;3,059
2,480947;2,1028;-0,3959;2,0188;2,942
2,483720;1,9635;-0,5637;1,9778;2,843
2,485840;1,9985;-0,7524;1,8418;2,820
2,505866;2,3925;-0,7006;2,4321;3,483
2,508493;2,6124;-0,7644;2,7097;3,841
2,530677;2,6704;-0,7168;2,5713;3,776
2,533000;2,4900;-0,5425;3,1879;4,081
2,534941;2,0619;-0,3622;3,0016;3,660
2,556034;0,6024;-0,0718;2,7918;2,857
2,559249;-4,8649;-0,2806;2,5900;5,519
2,587591;-2,9969;-0,9544;-0,0890;3,146
2,590556;-1,2777;-0,4794;-0,2644;1,390
2,592122;0,4785;-0,0828;-0,4161;0,640
2,606333;1,9991;-0,5746;-0,5248;2,145
2,608355;1,9440;-0,5737;-0,5261;2,094
2,631042;-0,1385;-1,5294;-0,6041;1,650
2,633726;-2,0197;-1,2169;1,4063;2,745
2,635083;-1,9058;-0,9964;1,3504;2,539
2,655825;-0,3910;-0,6244;2,3052;2,420
2,658594;1,5435;-0,6494;2,5931;3,087
2,686331;2,3160;-0,5240;2,4727;3,428
2,689053;1,9483;-1,0584;2,5549;3,383
2,691290;1,3841;-1,0645;2,4724;3,027
2,705972;1,2704;-0,9196;2,4085;2,874
2,710300;0,9629;-0,7942;1,4777;1,934
2,732573;0,4941;-0,7632;1,3992;1,669
2,739178;0,1815;-0,9188;1,3110;1,611
2,741506;-0,3195;-0,7198;1,2048;1,439
2,755676;-0,1471;-0,5581;1,7265;1,820
2,757845;0,1244;-0,4218;1,5553;1,616
2,783653;-0,7012;-0,2045;1,3709;1,553
2,786161;-1,0354;0,5422;0,3320;1,215
2,787249;-1,3390;1,6697;0,1923;2,149
2,806026;-1,9294;0,3037;0,0815;1,955
2,808100;-2,6376;-0,0731;-0,0132;2,639
2,830883;-3,3478;0,0313;0,5703;3,396
2,833729;-4,7352;0,6640;0,5028;4,808
