time;ax (m/s^2);ay (m/s^2);az (m/s^2);aT (m/s^2)
1,565391;0,7752;-0,2661;-2,0207;2,181
1,567042;0,5485;0,1072;-1,8383;1,921
1,586699;0,0537;0,0977;-1,6624;1,666
1,588170;-0,1351;0,2451;-1,4501;1,477
1,588932;-0,0889;0,5066;-1,2630;1,364
1,611888;-0,4601;0,3473;-1,0514;1,199
1,613227;-0,6722;0,1488;-0,8588;1,101
1,636251;-0,6899;-0,0086;-0,6300;0,934
1,637893;-0,5487;0,1024;-0,4488;0,716
1,638546;-0,4770;0,2108;-0,2518;0,579
1,664466;-0,3257;0,3591;-0,1186;0,499
1,665640;0,0219;0,2016;-0,0493;0,209
1,686342;-0,1614;-0,1520;-0,0263;0,223
1,687454;-0,1519;-0,1620;-0,0190;0,223
1,688047;-0,3313;-0,5193;0,0420;0,617
1,711586;-0,2020;-0,3426;0,0501;0,401
1,712600;0,0804;-0,5489;0,0553;0,558
1,736602;-0,0202;-0,3720;0,0629;0,378
1,738047;-0,0047;-0,4645;0,0620;0,469
1,739100;-0,0700;-0,6674;0,0681;0,675
1,764555;0,1280;-0,7506;0,0643;0,764
1,766325;0,3572;-0,5200;0,0134;0,631
1,786582;0,4696;-0,5557;0,0093;0,728
1,787494;0,4611;-0,6238;-0,0833;0,780
1,787997;0,2920;-0,7608;-0,0870;0,820
1,811524;0,2713;-0,6630;-0,0811;0,721
1,813028;0,0944;-0,7919;-0,0779;0,801
1,836775;-0,0093;-0,6488;-0,0801;0,654
1,837956;0,0019;-0,3140;-0,0621;0,320
1,838758;-0,1031;-0,2841;-0,0344;0,304
1,862684;-0,2092;-0,1761;-0,0347;0,276
1,863759;-0,2767;-0,0683;-0,0120;0,285
1,886306;-0,4580;0,0004;-0,0116;0,458
1,887631;-0,4470;0,1451;0,0112;0,470
1,888696;-0,4317;0,3619;0,0141;0,564
1,910698;-0,2567;0,4951;0,0233;0,558
1,911883;-0,2617;0,6921;0,0073;0,740
1,936257;-0,3817;0,7744;0,0111;0,863
1,937501;-0,4220;0,8532;0,0361;0,953
1,938284;-0,4554;0,8476;0,0404;0,963
1,962292;-0,7127;0,1844;0,0410;0,737
1,963327;-0,4648;0,0496;0,0062;0,467
1,986535;-0,3682;0,0660;0,0059;0,374
1,987328;-0,6525;0,2333;0,0116;0,693
1,987759;-0,3605;0,1691;0,0113;0,398
2,011765;0,0092;0,0275;-0,0051;0,029
2,012318;0,0724;-0,0757;-0,0277;0,108
2,036282;-0,2484;0,0138;-0,0297;0,251
2,037520;-0,1104;-0,1253;-0,0168;0,168
2,038456;0,1419;-0,0339;-0,0184;0,147
2,061511;0,1245;-0,3237;-0,0328;0,348
2,062587;-0,0111;-0,4568;-0,0260;0,458
2,086671;-0,5326;-1,0466;-0,0267;1,175
2,088546;-0,6356;-1,3653;0,0366;1,506
2,089556;-0,5516;-1,7176;0,0371;1,804
2,110862;-0,7406;-1,7968;0,3853;1,981
2,112433;-0,8562;-2,3324;0,3867;2,515
2,136387;-1,4357;-2,8254;0,8433;3,280
2,138986;-1,4797;-2,9729;1,1898;3,527
2,140322;-1,4167;-1,8863;1,1910;2,643
2,161334;-1,5154;-1,0591;2,3404;2,983
2,163352;-1,8429;-0,5393;2,3377;3,025
2,186261;-2,1677;-0,4052;2,3290;3,207
2,188370;-2,6030;-0,6201;2,3015;3,530
2,189658;-2,9152;-0,9579;2,2489;3,804
2,211368;-3,5595;-1,6912;2,1802;4,504
2,213440;-4,7423;-1,1180;2,0903;5,302
2,236156;-4,7732;-0,9282;1,9012;5,221
2,238751;-5,1347;-0,5928;1,7250;5,449
2,239943;-5,0179;-0,1175;1,9604;5,389
2,261692;-4,6092;0,2633;1,7663;4,943
2,263550;-3,9887;-0,9390;1,5646;4,386
2,286460;-5,4767;1,1264;1,3535;5,753
2,288357;-5,0078;1,5171;1,4016;5,417
2,289535;-3,9935;-0,3044;1,1756;4,174
2,312069;-4,8209;1,9975;0,9486;5,304
2,314069;-3,4848;2,5449;-1,3603;4,524
2,336463;-2,8995;5,1666;-1,5937;6,135
2,339059;-2,5974;5,0226;-3,8643;6,849
2,340506;-2,3332;6,4548;-4,0298;7,959
2,361685;-2,1554;5,8286;-5,0047;7,979
2,363794;-2,3985;4,5626;-5,0828;7,239
2,386685;-3,2018;2,9824;-5,4978;7,027
2,388785;-1,8759;3,6849;-5,4203;6,817
2,390311;-2,3666;3,4501;-5,2209;6,690
2,411353;-3,6197;2,5068;-3,9841;5,938
2,413271;-3,1726;2,0230;-3,6421;5,237
2,436495;-3,4912;1,6908;-0,8239;3,966
2,438535;-4,3242;1,5090;-0,5113;4,608
2,439821;-3,8042;1,8102;0,0519;4,213
2,461696;-3,4815;2,1263;1,1737;4,245
2,463550;-4,6205;0,2629;1,4475;4,849
2,486208;-5,1779;1,4289;1,7049;5,636
2,488474;-5,2267;2,2607;1,9475;6,018
2,489693;-4,8848;2,6050;2,1443;5,937
2,511534;-5,1054;2,6120;2,2317;6,154
2,513606;-5,5613;2,5114;1,1666;6,213
2,536646;-5,9371;2,3402;1,2466;6,502
2,538808;-6,3309;2,2124;-2,1036;7,029
2,540265;-6,3430;1,8214;-2,3832;7,016
2,561321;-6,0543;1,8991;-2,4240;6,792
2,563607;-5,5455;1,9101;-3,3192;6,739
2,586202;-2,3618;1,1665;-3,4475;4,339
2,588278;-2,0548;1,2001;-3,5729;4,293
2,589476;-0,9208;0,2850;-3,6961;3,820
2,611782;-1,2950;-1,1642;-2,4901;3,039
2,613991;-0,9784;-2,1545;-2,4267;3,389
2,636402;-1,4803;-2,5754;-2,0576;3,614
2,638683;-1,3564;-2,5003;-1,6891;3,308
2,639995;-1,1701;-3,2685;-1,5969;3,821
2,662175;-0,3485;-3,8454;-1,4127;4,111
2,663949;0,5832;-3,6901;-1,2283;3,933
2,686069;1,1551;-3,2657;-0,6195;3,519
2,687133;1,3743;-2,8380;-0,4280;3,182
2,687654;1,3723;-2,3384;0,1447;2,715
2,711328;1,9917;-1,7288;0,5657;2,697
2,713350;2,7124;-0,8136;0,7529;2,930
2,736221;3,8233;0,4416;1,0275;3,984
2,738353;4,7634;1,2373;1,2346;5,074
2,739418;6,7605;2,5698;3,1698;7,897
2,761274;9,1788;3,5251;3,2116;10,344
2,763592;11,5950;3,9673;3,3362;12,701
2,786421;13,0226;3,7076;3,2944;13,935
2,788494;12,2396;2,9262;4,1867;13,263
2,789560;8,9231;2,1214;4,1042;10,048
2,811813;6,0460;1,2568;3,9978;7,356
2,813980;4,1502;0,7520;3,5456;5,510
2,837079;3,3873;-0,5805;3,2727;4,746
