time;ax (m/s^2);ay (m/s^2);az (m/s^2);aT (m/s^2)
4,629133;0,0128;0,0304;-0,5749;0,576
4,630086;-0,0551;0,1289;-0,4664;0,487
4,630764;-0,2395;0,1866;-0,3912;0,495
4,653650;-0,2326;0,2044;-0,3656;0,479
4,654482;-0,2257;0,2592;-0,2684;0,436
4,672921;-0,2570;0,3898;-0,2386;0,524
4,673402;-0,2519;0,3294;-0,2093;0,465
4,673655;-0,0942;0,3844;-0,1768;0,433
4,698621;-0,0514;0,3996;-0,2089;0,454
4,699493;0,1051;0,4156;-0,2517;0,497
4,724217;0,0690;0,3183;-0,2164;0,391
4,725492;-0,0425;0,2594;-0,2003;0,330
4,726193;-0,1130;0,2022;-0,1737;0,290
4,750913;-0,1449;0,1458;-0,0569;0,213
4,751763;-0,1350;0,3189;-0,0362;0,348
4,774484;-0,0454;0,2226;-0,1231;0,258
4,775440;0,2373;0,3180;-0,1067;0,411
4,775991;0,3296;0,2624;-0,2071;0,469
4,798459;0,2288;0,2466;-0,1972;0,390
4,799362;0,3164;0,1940;-0,2052;0,424
4,824514;0,4007;0,1823;-0,1933;0,481
4,825661;0,0627;0,1329;-0,1993;0,248
4,826407;-0,1612;0,0078;-0,1876;0,248
4,850339;-0,0418;0,0386;-0,1687;0,178
4,851424;-0,0766;0,1839;-0,0852;0,217
4,875298;-0,2245;0,2127;-0,0740;0,318
4,876432;-0,2182;0,2034;-0,0446;0,302
4,877339;-0,5940;0,2317;-0,0351;0,639
4,898916;-0,6635;0,1447;0,1025;0,687
4,900142;-0,6976;0,1352;0,1159;0,720
4,923544;-0,7704;0,0494;0,2504;0,812
4,924383;-0,6876;-0,2289;0,2623;0,771
4,924975;-0,6792;-0,4312;0,4398;0,917
4,948244;-0,5911;-0,8257;0,4459;1,109
4,949419;-0,4953;-0,9927;0,6815;1,302
4,974526;-0,2032;-1,0080;0,6767;1,231
4,975696;0,3962;-1,1737;0,7786;1,463
4,976413;0,6509;-1,3000;0,7647;1,643
4,998626;0,6764;-1,5002;0,8337;1,845
4,999968;-0,0300;-1,9964;0,9850;2,226
5,025591;-0,2878;-2,0191;0,9372;2,245
5,027193;-0,4336;-1,9934;0,8536;2,211
5,027845;-0,3504;-1,8106;0,7852;2,004
5,050013;-0,6524;-1,4682;0,6393;1,729
