time;ax (m/s^2);ay (m/s^2);az (m/s^2);aT (m/s^2)
1,331008;-0,0789;0,0513;-0,6969;0,703
1,331266;-0,4296;0,0996;-0,5167;0,679
1,331395;-0,5880;0,0328;-0,4834;0,762
1,355164;-0,7092;-0,0708;-0,4271;0,831
1,355344;-0,7195;-0,0559;-0,2381;0,760
1,381296;-0,4615;-0,2298;-0,1859;0,548
1,381472;-0,5102;-0,2095;0,0065;0,552
1,381556;-0,3270;-0,2627;0,0467;0,422
1,405501;-0,2151;-0,1264;0,1648;0,299
1,405695;-0,1771;-0,1046;0,2377;0,314
1,430889;-0,1410;-0,3104;0,2689;0,434
1,431055;0,1247;-0,3602;0,3016;0,486
1,431813;-0,1074;-0,5221;0,3222;0,623
1,455696;0,3135;-0,4132;0,3960;0,653
1,455982;0,3137;-0,3002;0,3407;0,552
1,481733;0,3161;-0,2190;0,3279;0,505
1,482608;0,0567;-0,3980;0,3159;0,511
1,482709;-0,2801;-0,6137;0,2760;0,729
1,505866;-0,4247;-0,5611;0,4190;0,819
1,506049;-0,4532;-0,5095;0,3790;0,780
1,537563;-0,5197;-0,6112;0,4569;0,923
1,538549;-0,5118;-0,5965;0,4182;0,890
1,539258;-0,5058;-0,3520;0,3890;0,729
1,557919;-0,6208;-0,1809;0,3568;0,738
1,558870;-0,6570;0,0655;0,4041;0,774
1,584688;-0,4553;0,3459;0,3682;0,680
1,585882;-0,3660;0,2809;0,3287;0,566
1,586691;-0,4290;0,4070;0,2799;0,654
1,608531;-0,4507;0,5686;0,2432;0,765
1,609584;-0,5828;0,4178;0,2770;0,769
1,634849;-0,6745;0,2249;0,2486;0,753
1,635695;-0,7633;0,4515;0,1758;0,904
1,636448;-1,0376;0,5174;0,1521;1,169
1,657087;-1,3839;0,3103;0,1849;1,430
1,657550;-1,8022;-0,1676;-0,3726;1,848
1,684380;-2,9079;-0,8765;-0,3948;3,063
1,685498;-3,2844;-0,4758;-2,1390;3,948
1,686296;-3,5029;-0,3465;-2,1598;4,130
1,708607;-3,4089;-2,0211;-0,2277;3,970
1,709643;-5,0687;0,0538;2,1630;5,511
1,737616;-3,3853;1,5480;2,1398;4,294
1,738492;-2,8701;1,6894;2,1163;3,946
1,739163;-2,1327;1,4332;2,0862;3,310
1,758416;-1,7273;0,5206;-1,8130;2,558
1,759452;-1,6288;1,7566;-1,8427;3,022
1,784665;0,5021;3,2586;-2,0572;3,886
1,785719;0,6393;3,1858;-2,0661;3,851
1,786127;0,3913;4,9121;-2,5636;5,555
1,808942;0,3042;5,9279;-2,5285;6,452
1,810068;-0,2048;4,8781;-2,7679;5,612
1,833811;-0,4876;4,0588;-2,6492;4,871
1,834568;-0,7281;2,5466;-2,5153;3,653
1,835199;-1,4971;1,7213;-0,7213;2,393
1,859074;-2,6496;1,4372;-0,5685;3,067
1,860282;-3,2043;1,5474;-0,1056;3,560
1,885077;-3,3890;2,1226;0,0651;3,999
1,886240;-2,9857;3,0935;0,2412;4,306
1,886973;-2,7729;4,0053;0,4171;4,889
1,907950;-2,9929;4,6926;-1,0073;5,656
1,909238;-2,7629;4,8357;-0,9628;5,652
1,934387;-1,7878;5,4159;-0,7585;5,754
1,935163;-1,1787;5,5444;-0,6058;5,701
1,935715;-0,6138;4,8058;-0,4310;4,864
1,958464;-0,7516;3,8537;-1,3178;4,142
1,959702;-2,3918;3,4194;-1,9198;4,593
