time;ax (m/s^2);ay (m/s^2);az (m/s^2);aT (m/s^2)
0,747944;0,9433;-0,2825;-0,7641;1,246
0,749799;1,3106;-0,4428;-0,7340;1,566
0,771952;1,0292;-0,4875;-0,9681;1,495
0,773499;0,7843;-0,4508;-0,9434;1,307
0,774296;0,7251;-0,1764;-0,9951;1,244
0,797456;0,6561;-0,0883;-0,9566;1,163
0,799720;0,6540;-0,2636;-1,0286;1,247
0,822605;0,8742;-0,5500;-0,9682;1,416
0,824614;0,7816;-0,5668;-1,0654;1,438
0,825701;0,7271;-0,6210;-0,9928;1,378
0,847506;0,4850;-0,5624;-1,0130;1,256
0,848818;0,7421;-0,4270;-1,7136;1,916
0,872576;0,5733;-0,6646;-1,6439;1,864
0,874146;0,4386;-0,4379;-1,4489;1,576
0,875194;0,3819;-0,2497;-1,3736;1,447
0,898000;0,2537;0,0120;-0,7437;0,786
0,899237;0,1641;0,3497;-0,6708;0,774
0,922610;-0,0764;0,8002;-0,3935;0,895
0,923868;-0,0840;1,0162;-0,3298;1,072
0,925003;-0,2011;1,1114;-0,2609;1,159
0,947072;-0,3499;1,2074;-0,0382;1,258
0,948357;-0,7590;1,2615;0,0040;1,472
0,973681;-0,8129;1,2254;0,1797;1,481
0,975233;-0,7402;1,2867;0,2048;1,498
0,976009;-0,8469;1,3596;0,1790;1,612
0,997731;-1,0606;1,2245;0,2759;1,643
0,999373;-1,3067;1,2727;0,2982;1,848
1,022312;-1,3907;1,1165;0,3053;1,809
1,023604;-1,4644;1,0322;0,3068;1,818
1,024655;-1,3395;0,9418;0,5902;1,741
1,046145;-1,5148;0,7365;0,5738;1,779
1,047913;-1,3038;0,9528;0,6333;1,735
1,073045;-1,2744;0,7161;0,6230;1,589
1,074734;-1,0197;0,5081;0,6201;1,297
1,075806;-1,1406;0,4474;0,6429;1,384
1,097617;-0,9512;0,5379;0,6125;1,253
1,098913;-0,5656;0,5505;0,7415;1,083
1,122676;-0,7112;0,5292;0,6961;1,127
1,124052;-0,6321;0,4449;0,6413;1,004
1,124958;-0,5981;0,3405;0,5862;0,904
1,147228;-0,4605;0,1798;-0,1187;0,508
1,148745;-0,3271;-0,0487;-0,1772;0,375
1,172738;-0,4270;-0,3088;-0,1423;0,546
1,173966;-0,4952;-0,1816;-0,1046;0,538
1,174711;-0,4183;-0,0483;-0,1476;0,446
1,198105;-0,2685;-0,0287;-0,0888;0,284
1,200060;-0,2734;0,1822;-0,1225;0,351
1,222600;0,0254;-0,2940;0,0994;0,311
1,224018;-0,2562;-0,1901;0,0712;0,327
1,225064;-0,3146;-0,2710;0,2210;0,470
1,247080;-0,2228;-0,1955;0,3234;0,439
1,248860;0,0182;-0,4605;0,3012;0,551
1,272614;0,0226;-0,4566;0,3254;0,561
1,273775;0,1415;-0,3763;0,3144;0,510
1,274638;0,2194;-0,5250;0,3225;0,654
1,299305;-0,0503;-0,4014;0,3145;0,512
1,300707;0,0654;-0,3897;0,3868;0,553
1,322905;0,2204;0,1970;0,3693;0,473
1,324619;0,2221;0,2116;0,1963;0,364
1,325679;0,2606;0,4187;0,1775;0,524
1,351906;-0,1230;0,7424;-0,0531;0,754
1,353350;-0,2388;0,4160;-0,1075;0,492
1,372907;-0,3158;-0,1027;-0,1273;0,356
1,374843;0,4112;-0,5452;-0,0678;0,686
1,375978;0,9057;-0,7178;-0,0839;1,159
1,397818;1,0901;-0,2723;-0,2348;1,148
1,400019;0,9264;0,2900;-0,2477;1,002
1,422904;0,6092;0,7274;-0,5272;1,085
1,425068;0,7926;0,6594;-0,7258;1,261
1,426234;1,5953;0,5002;-0,7164;1,819
1,452942;2,0146;0,3768;-2,9746;3,612
1,455331;2,1189;-0,5879;-2,9497;3,679
1,472199;3,1731;-1,8555;-2,1941;4,281
1,473230;3,6849;-2,2016;-2,1532;4,802
1,473773;4,7959;-2,3045;-2,8709;6,046
1,497387;5,8186;-2,6240;-2,8174;6,977
1,499673;6,7859;-2,3555;-2,7492;7,691
1,522609;4,6642;-1,5729;-2,3861;5,470
1,524667;2,6670;-0,9486;-2,2266;3,601
1,526213;2,0734;-0,4174;-1,7113;2,721
1,551737;2,0938;-0,3432;-1,5322;2,617
1,553924;1,3179;-0,0793;-0,7786;1,533
1,572844;-0,8692;1,2653;-0,6098;1,652
1,574763;-1,2913;2,3883;2,2366;3,518
1,575812;0,1634;0,0783;6,2274;6,230
1,597701;2,3796;-1,1375;6,3858;6,909
1,599841;-0,7605;2,8983;6,5382;7,192
1,622882;-0,6644;3,9265;6,6805;7,777
1,625149;-0,2771;4,9676;2,3928;5,521
1,626291;-0,0973;5,7117;2,4861;6,230
1,650997;0,0749;6,4706;-1,8221;6,723
1,653321;-1,2910;7,6609;-1,8110;7,977
1,672709;-2,2035;7,6475;-2,9758;8,497
1,675134;-1,6218;6,6345;-3,0550;7,482
