time;ax (m/s^2);ay (m/s^2);az (m/s^2);aT (m/s^2)
4,612830;0,1961;-0,0615;0,0002;0,206
4,613408;0,2344;-0,2531;0,0624;0,351
4,637739;0,0042;-0,0997;0,0615;0,117
4,638264;0,0039;-0,1761;0,0266;0,178
4,638428;-0,0347;-0,2526;0,0248;0,256
4,662438;-0,1513;-0,0986;0,0440;0,186
4,662930;-0,0017;0,0565;0,0406;0,070
4,687622;-0,0820;0,1350;0,0244;0,160
4,688045;-0,1212;0,1737;0,0203;0,213
4,688193;-0,2747;0,0206;0,0276;0,277
4,712276;-0,3136;0,0975;0,0235;0,329
4,712594;-0,3915;-0,2466;0,1345;0,482
4,737598;-0,5080;-0,0543;0,1327;0,528
4,738355;-0,5061;-0,0553;0,1547;0,532
4,738520;-0,2726;-0,0955;0,0808;0,300
4,762270;-0,2294;-0,1747;0,0786;0,299
4,762767;-0,1459;-0,2933;0,1179;0,348
4,787133;-0,1764;-0,2207;0,1156;0,305
4,787424;-0,1674;-0,1488;0,1260;0,257
4,787566;-0,0431;-0,1154;0,1507;0,195
4,814922;-0,1477;-0,1974;0,1421;0,285
4,816546;-0,2115;-0,0508;0,1128;0,245
4,841998;-0,1602;-0,0192;0,1048;0,192
4,843336;-0,1098;0,0513;0,0838;0,147
4,844203;-0,2138;0,0073;0,0894;0,232
4,863232;-0,2030;0,0785;0,0808;0,232
4,864493;-0,0772;0,0730;0,0583;0,121
4,888513;-0,1802;0,1053;0,0496;0,215
4,889729;-0,1331;-0,1290;-0,0069;0,185
4,890208;-0,0111;-0,4006;-0,0151;0,401
4,912999;0,0697;-0,7091;0,0259;0,713
4,914109;0,2628;-0,9014;0,0181;0,939
4,937684;0,3022;-0,9019;0,1554;0,964
4,939228;-0,0799;-0,9407;0,1503;0,956
4,940243;-0,2305;-0,9037;0,2221;0,959
4,963646;-0,5343;-1,0965;0,2204;1,240
4,965712;-0,6506;-1,1342;1,6789;2,128
4,988132;-0,9307;-1,0516;1,6773;2,188
4,989775;-0,9440;-1,0449;3,4529;3,729
4,990942;-1,1513;-0,4239;3,4449;3,657
5,013098;-1,2438;-0,1093;3,3971;3,619
5,014937;-1,2559;0,0885;3,2335;3,470
5,036557;-1,3317;0,2415;3,2176;3,491
5,038992;-1,3220;0,3526;1,0719;1,738
5,040040;-1,3157;0,3504;1,0294;1,707
5,063308;-1,3677;0,5704;0,1525;1,490
5,065847;-0,7630;0,4439;-0,1401;0,894
5,088386;-0,5311;0,3900;-0,2277;0,697
5,090158;-0,8256;0,4089;-0,2643;0,958
5,091373;-1,0382;0,6562;-0,3503;1,277
5,119411;-1,3143;0,9752;-0,4332;1,693
5,121658;-1,5034;1,4056;-0,3012;2,080
5,137756;-0,3420;2,3655;-0,3450;2,415
5,139544;0,3276;2,4796;-0,2623;2,515
5,140939;0,7684;2,2877;-0,2871;2,430
5,162922;1,1346;2,0188;0,3857;2,348
5,165298;1,0766;2,0201;0,3718;2,319
5,188138;1,2698;1,7602;-0,1714;2,177
5,190414;1,3323;1,0453;-0,1582;1,701
5,191715;1,2305;0,5982;-0,0957;1,372
5,218546;0,6839;0,5823;-0,0360;0,899
5,220326;0,0145;0,9913;-0,6309;1,175
5,237710;-0,5427;1,4786;-0,5772;1,677
5,239203;-0,5241;1,4679;-0,7550;1,732
5,239958;-0,7770;1,7654;-0,4749;1,986
5,263181;-1,8046;1,7215;-0,4258;2,530
5,265375;-1,9201;0,9528;-0,4546;2,191
5,287900;-1,6550;0,7999;-0,4411;1,890
5,290043;-1,3008;-0,6215;-0,1611;1,451
5,291194;-1,0317;-1,4407;-0,1457;1,778
5,316533;-0,2660;-1,7612;-0,0553;1,782
5,318363;0,3072;-1,5448;1,5284;2,195
5,338256;0,4272;-1,4453;1,5403;2,155
5,340120;0,8117;-1,2676;1,5507;2,161
5,341169;1,5421;-0,8985;1,5607;2,371
5,363009;1,7030;-0,7991;1,7249;2,552
5,365059;1,9688;-0,3898;1,8889;2,756
5,388486;2,4547;0,4060;1,8963;3,128
5,390955;2,2583;0,3700;1,8781;2,960
5,392099;1,6675;0,1498;1,7858;2,448
5,413136;1,0197;-0,0633;0,8101;1,304
5,414617;0,6304;-0,0420;0,7132;0,953
5,438134;0,4705;0,0191;0,6141;0,774
5,440208;0,4503;0,1256;0,5032;0,687
5,441182;0,3259;0,2824;0,6957;0,818
5,463106;0,2405;0,5175;0,5842;0,817
5,465103;0,1197;0,8305;0,9331;1,255
5,487980;-0,1508;1,0681;0,8208;1,355
5,489875;-0,2190;1,1129;1,1634;1,625
5,490861;-0,3087;1,1918;1,0449;1,615
5,512792;-0,5745;0,9209;1,4285;1,794
5,514625;-0,6271;1,0244;0,8236;1,456
5,538382;-0,4807;1,3548;0,7223;1,609
5,540478;-0,3844;1,5546;0,4175;1,655
5,541827;-0,1639;1,5815;0,4154;1,643
5,562730;-0,2273;1,4482;0,4048;1,521
5,564972;-0,3946;1,3115;3,8387;4,076
5,588369;-0,5237;0,7922;3,8257;3,942
5,590760;-0,6151;-0,0702;3,8466;3,896
5,592242;-0,1750;-0,8122;3,8156;3,905
5,613079;0,5703;-1,6681;3,7840;4,174
5,615120;1,8511;-2,6764;0,0749;3,255
5,638076;1,7108;-2,4572;0,0435;2,994
5,640537;1,9080;-1,8149;0,0169;2,633
5,642037;1,8596;-1,1673;-0,0081;2,196
5,663043;1,4066;-0,9329;2,1096;2,702
5,665090;0,8206;-0,9202;2,0746;2,413
5,688038;0,6712;-0,8540;2,3570;2,595
5,690563;0,6728;-0,8016;2,2105;2,446
5,691934;0,5553;-0,9725;2,0566;2,342
5,713267;0,3933;-1,0201;1,8937;2,187
5,715015;0,0338;-1,1760;1,7295;2,092
5,737944;-0,3275;-1,2494;1,5620;2,027
5,740003;-0,6542;-1,3937;1,5863;2,211
5,741460;-0,7573;-1,4562;1,4238;2,173
5,763194;-0,5925;-1,6279;1,7955;2,495
5,765530;0,1872;-1,7183;1,6295;2,375
5,787507;0,3947;-1,8052;1,4644;2,358
5,789892;0,1068;-1,8505;1,2242;2,221
5,790814;-0,1398;-1,7010;1,0618;2,010
5,813062;-0,3641;-1,4398;0,8950;1,734
5,814531;-0,3754;-1,2292;0,7399;1,483
5,838246;-0,6258;-1,0669;0,5845;1,368
5,840471;-0,7356;-1,0101;0,9499;1,570
5,841878;-0,9176;-0,9552;0,8576;1,578
5,863047;-1,0568;-1,0616;0,7763;1,687
