time;ax (m/s^2);ay (m/s^2);az (m/s^2);aT (m/s^2)
1,437663;0,3718;0,1226;0,0376;0,393
1,437940;0,1087;0,0796;0,0405;0,141
1,462445;0,1901;-0,1164;0,0429;0,227
1,462812;0,1942;-0,1202;0,0443;0,233
1,462930;0,0055;-0,1229;-0,0164;0,124
1,487690;-0,2591;-0,1645;-0,0171;0,307
1,488725;-0,2179;0,0625;0,0297;0,229
1,512767;-0,1782;0,1379;0,0281;0,227
1,513103;-0,0593;-0,2107;0,0660;0,229
1,513219;0,0220;-0,1385;0,0344;0,144
1,537886;-0,0499;0,0104;0,0315;0,060
1,538153;0,0307;0,1215;0,0543;0,137
1,562636;-0,1591;-0,2632;0,0514;0,312
1,562980;-0,0420;-0,3419;0,0551;0,349
1,563109;0,6082;-0,8772;0,0522;1,069
1,587328;1,1796;-0,6827;0,0271;1,363
1,588332;-0,2797;0,2016;0,0242;0,346
1,613009;-0,1680;0,4345;-0,0187;0,466
1,614371;0,7105;-0,4059;-0,0216;0,819
1,615499;0,5940;-0,7109;-0,0288;0,927
1,637944;-0,1758;-0,4010;0,0673;0,443
1,639207;-0,9852;0,3314;0,0651;1,042
1,662915;-1,1435;0,6426;0,0905;1,315
1,664321;-0,9207;0,6492;0,0881;1,130
1,665586;-0,9598;-0,1929;0,0777;0,982
1,688713;-1,4247;-1,1839;0,3494;1,885
1,690448;-1,1634;-1,8670;0,3473;2,227
1,712825;-0,3257;-2,0921;1,4792;2,583
1,714241;0,2435;-2,0870;1,4749;2,567
1,714952;0,0115;-1,0890;1,1862;1,610
1,738396;0,2788;-0,3220;1,1805;1,255
1,739688;0,7345;0,0648;0,4093;0,843
1,762846;0,3463;0,2995;0,3988;0,607
1,763306;-0,0073;0,4612;0,3549;0,582
1,763606;-0,5477;0,4269;1,0047;1,221
1,787715;-1,6859;0,4550;0,9759;2,000
1,788850;-3,3515;0,4364;1,2879;3,617
1,813196;-5,3623;-0,1560;1,2587;5,510
1,814768;-6,1146;-2,1215;0,2486;6,477
1,815984;-6,3051;-2,5806;0,1952;6,816
1,838625;-5,4196;-1,5868;-1,7736;5,919
1,840484;-4,4136;-0,2530;-1,8265;4,783
1,862486;-3,3300;2,1935;-1,8695;4,404
1,864305;-3,2477;2,1204;0,7036;3,942
1,864993;-2,6103;2,3823;0,6697;3,597
1,888020;-2,6515;1,5289;0,6367;3,126
1,889753;-2,6802;1,2077;0,5926;2,999
1,912792;-2,6234;1,5373;-0,3779;3,064
1,913622;-2,5524;1,3254;-0,4156;2,906
1,913998;-2,6916;0,4544;-0,4391;2,765
1,937901;-3,2144;-0,4481;0,2808;3,258
1,939382;-3,2364;-1,4984;0,2737;3,577
1,965022;-2,8135;-0,0653;0,2676;2,827
1,966356;-2,6007;1,7849;0,2895;3,168
1,967300;-3,1377;1,9506;-0,2212;3,701
1,987022;-2,8230;0,8199;-0,1921;2,946
1,988252;-2,6984;0,3887;-0,6989;2,814
2,013657;-2,4050;1,2030;-0,6804;2,774
2,014466;-3,1066;1,3119;-0,6729;3,439
2,014873;-4,0817;1,1099;0,5230;4,262
2,037350;-6,5861;2,7097;0,5307;7,141
2,038074;-7,0661;1,4280;1,5837;7,381
2,062870;-1,4844;-1,2324;1,6131;2,515
2,064548;3,0569;-1,9324;1,6142;3,960
2,065106;3,9852;-1,6287;1,5941;4,591
2,086541;0,9294;1,9345;-1,5766;2,663
2,088729;-2,1722;4,6595;-1,6046;5,386
2,113020;-3,7110;4,9514;-2,2224;6,575
2,115391;-2,7292;5,0762;-2,2144;6,174
2,116726;-0,5572;6,0450;-2,1985;6,456
2,138489;-0,3423;5,4830;-2,6569;6,102
2,140437;-0,3564;4,7699;-2,6177;5,453
2,162474;-0,7210;3,6384;-2,5775;4,517
2,164610;-1,3692;0,5172;-2,4938;2,892
2,165495;-0,3758;-0,8393;-1,2874;1,582
2,187423;-0,8471;-1,0051;-1,1947;1,776
2,189018;-2,7193;-0,1327;-1,1049;2,938
2,212903;-4,2399;0,7823;-1,2088;4,478
2,214145;-5,2550;1,3914;-1,1065;5,548
2,214775;-6,4015;2,5755;-0,9810;6,970
2,238105;-4,9723;1,8459;-0,8592;5,373
2,239774;-2,7300;1,0413;-0,7390;3,014
2,262831;-0,5515;2,3834;-0,6269;2,525
2,263957;-1,3560;3,9188;-1,3817;4,371
2,264428;-1,8312;3,1559;-1,3021;3,874
2,287005;-1,4827;1,9327;-1,2454;2,736
2,288032;-1,2367;0,9414;-0,9573;1,825
2,312933;-1,5671;0,6421;-0,8942;1,915
2,314690;-1,5216;-0,1569;0,5517;1,626
2,315548;0,0592;-1,7215;0,5677;1,814
2,337581;1,6428;-5,3913;-0,5272;5,661
2,338510;3,2198;-7,2213;-0,5135;7,923
2,362267;3,5212;-6,0242;-0,2676;6,983
2,363972;3,6146;-6,0153;-0,2574;7,023
2,365259;5,5203;-4,0925;-0,2444;6,876
2,387600;3,5201;0,8539;0,4616;3,651
2,388550;2,1414;2,6945;0,4776;3,475
2,413595;1,7987;3,4552;2,8278;4,814
2,415925;1,8884;2,5319;2,8412;4,248
2,416685;1,0202;0,9550;2,8552;3,179
2,437647;-0,1006;0,1440;0,0724;0,190
2,438372;-0,2054;-0,2078;0,0765;0,302
2,462708;0,5256;-0,3279;0,0799;0,625
2,464489;1,2771;-0,6758;0,0832;1,447
2,464784;1,6759;-0,9057;1,6958;2,550
2,488004;1,3788;-0,7493;1,6992;2,313
2,489723;1,3146;-0,4009;1,6793;2,170
2,512929;2,2424;-0,4334;1,6472;2,816
2,514627;1,9892;0,0285;2,1684;2,943
2,515366;2,0549;-0,1218;2,0543;2,908
2,537541;1,3504;-0,8084;1,9369;2,496
2,539314;0,2371;-1,3785;1,8186;2,294
2,563693;-0,4781;-1,6859;1,6789;2,427
2,565406;-1,1741;-1,1886;0,0922;1,673
2,566186;-2,0575;-0,6130;-0,0303;2,147
2,588027;-2,2867;-0,2277;-0,1514;2,303
2,589772;-1,9011;0,0442;-0,2619;1,920
2,613290;-1,7043;0,8151;-0,3732;1,926
2,614925;-1,6556;0,9736;-0,4845;1,981
2,616218;-1,6616;0,9386;-0,5955;1,999
2,638148;-1,2380;0,5909;-0,8066;1,591
2,640299;0,3442;-0,1431;-0,8354;0,915
2,663187;0,6763;-0,0363;-1,2394;1,412
2,664605;0,7403;0,1835;-1,2010;1,423
2,665667;1,1483;0,2884;-1,4111;1,842
2,687158;1,4030;0,7005;-1,0849;1,907
2,688235;0,3608;1,3042;-1,0265;1,699
2,713298;-1,8537;2,0603;-1,7495;3,277
2,715145;-1,4875;1,0926;-1,6731;2,491
2,715992;-0,5124;-0,4095;-0,6462;0,921
2,737989;0,5626;-0,8747;-0,5664;1,184
2,739502;2,0849;-0,6456;0,9296;2,372
2,763617;4,4346;0,0831;1,0074;4,548
2,764309;4,4286;0,0859;2,2341;4,961
2,764803;4,2339;-1,8235;2,3110;5,157
2,787652;2,1920;-1,8520;2,3741;3,724
2,788751;1,9593;-1,7255;1,1700;2,861
2,813578;5,0447;-2,4005;1,1915;5,712
2,816068;7,7343;-2,1933;-0,1330;8,040
2,816728;8,3441;-2,0972;-0,1551;8,605
